RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3993,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
2656,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3419,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
4558,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
6467,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3362,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
6337,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3403,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3065,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
2619,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
2603,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3150,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
5376,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3219,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
3218,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
file,isFamiliar,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_F_keira_knightley.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_M_donald_trump.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_M_bill_clinton.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_M_robert_de_niro.jpg,0,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_F_Judi_Dench.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_F_angelina_jolie.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_F_Kate_Winslet.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_F_sandra_bullock.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_M_boris_johnson.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_M_Hugh_Grant.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_F_hillary_clinton.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_F_nicola_sturgeon.jpg,0,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_M_david_cameron.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_M_Tony_Blair.jpg,0,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_M_michael_caine.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_M_george_Wbush.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
P_F_tehresy_may.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_M_nicolas_cage.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_M_tom_hankes.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
E_F_jennifer_aniston.jpg,1,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
age: 27,gender: Female,handedness: right,5faeae113cee450a0e2aac47,"04/26/2022, 07:22:03"
