RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4396,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
12626,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2511,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3344,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2570,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
28831,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
31079,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3994,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
7925,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
33809,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
8527,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2622,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3804,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
9872,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4818,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
16129,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
5202,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
7865,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4321,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4640,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
25935,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2839,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2283,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3722,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2605,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4642,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4003,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
5509,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4047,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
7839,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3471,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4962,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3440,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3038,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3605,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2854,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2857,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4818,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3139,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
10952,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3637,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4953,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3054,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
5220,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3911,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4164,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2688,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3001,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
8451,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
5963,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4281,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3540,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2804,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2805,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
5448,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
7026,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2297,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3681,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
2657,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
3777,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
8112,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4860,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4638,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
4957,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
file,isFamiliar,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_M_Hugh_Grant.jpg,0,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_M_Tony_Blair.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_M_michael_caine.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_F_angelina_jolie.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_F_sandra_bullock.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_M_david_cameron.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_F_hillary_clinton.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_M_donald_trump.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_M_robert_de_niro.jpg,0,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_F_tehresy_may.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_M_boris_johnson.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_M_george_Wbush.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_F_keira_knightley.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_F_Kate_Winslet.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_F_nicola_sturgeon.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_M_nicolas_cage.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_F_jennifer_aniston.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
P_M_bill_clinton.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_F_Judi_Dench.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
E_M_tom_hankes.jpg,1,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
age: 31,gender: Male,handedness: right,5e9ffbdcaf81220009abc94f,"04/26/2022, 07:34:42"
