RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3672,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4118,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3566,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3121,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3704,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2255,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2635,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3145,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3240,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2577,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3996,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2285,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2757,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2960,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2138,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2194,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2879,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4549,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4951,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4905,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4470,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
6580,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
18039,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4560,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3701,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2821,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3231,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3651,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2712,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3972,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3351,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
1997,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2536,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2606,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
1743,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3817,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2804,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4551,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3346,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2142,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3888,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2691,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3530,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3193,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3140,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3864,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2459,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3591,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2974,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2374,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2206,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3162,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3237,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3246,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2753,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
5455,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
4539,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3557,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2626,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
3671,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
1806,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2956,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
1882,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
1823,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2438,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2327,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2014,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
2600,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f0f2ff0762218000970c967,"04/26/2022, 07:45:35"
