RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3351,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2375,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1774,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3263,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2015,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2559,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2022,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2559,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3239,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1999,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2103,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2110,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1926,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1823,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1839,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1983,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
5134,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1775,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3167,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2447,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2575,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3087,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3662,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2064,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2102,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1951,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2399,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2175,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2159,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3446,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1918,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2807,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3206,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1831,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3383,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3447,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2118,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2487,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2103,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2351,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
3431,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2799,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1895,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1622,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1743,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
5191,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1615,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2470,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
2015,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
5199,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
1935,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
file,isFamiliar,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_M_george_Wbush.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_F_hillary_clinton.jpg,0,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_F_Judi_Dench.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_M_boris_johnson.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_M_tom_hankes.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_F_angelina_jolie.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_M_bill_clinton.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_M_nicolas_cage.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_F_keira_knightley.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_M_Hugh_Grant.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_M_michael_caine.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_F_Kate_Winslet.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_M_david_cameron.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_F_tehresy_may.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_M_donald_trump.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_F_nicola_sturgeon.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_M_robert_de_niro.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_F_sandra_bullock.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
E_F_jennifer_aniston.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
P_M_Tony_Blair.jpg,1,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
age: 32,gender: Male,handedness: right,607956d15de9adea5646ed38,"04/26/2022, 07:18:08"
