RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
965,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2716,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3336,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4568,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1948,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2740,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4421,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2856,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3096,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3235,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2372,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4785,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4433,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2840,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4772,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1978,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2432,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2850,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2445,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1644,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2103,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2233,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3273,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3974,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2623,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3526,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1979,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3152,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2643,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4324,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3177,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3102,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2913,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2137,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
6107,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2996,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4915,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2558,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4093,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2698,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3157,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3717,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2200,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2188,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2308,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2805,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4202,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
file,isFamiliar,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_F_Judi_Dench.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_M_Hugh_Grant.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_F_sandra_bullock.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_M_bill_clinton.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_M_tom_hankes.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_F_angelina_jolie.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_M_Tony_Blair.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_M_robert_de_niro.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_F_keira_knightley.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_M_nicolas_cage.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_F_tehresy_may.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_F_nicola_sturgeon.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_M_boris_johnson.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_M_donald_trump.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_F_jennifer_aniston.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_F_Kate_Winslet.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_M_david_cameron.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_F_hillary_clinton.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
P_M_george_Wbush.jpg,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
E_M_michael_caine.jpg,0,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
age: 29,gender: Female,handedness: right,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
