RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
3998,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
file,isFamiliar,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_F_angelina_jolie.jpg,0,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_F_Kate_Winslet.jpg,0,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_M_bill_clinton.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_M_michael_caine.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_M_david_cameron.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_F_sandra_bullock.jpg,0,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_M_Hugh_Grant.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_M_nicolas_cage.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_M_tom_hankes.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_M_george_Wbush.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_F_tehresy_may.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_M_donald_trump.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_M_boris_johnson.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_F_nicola_sturgeon.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_F_Judi_Dench.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_F_hillary_clinton.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_F_keira_knightley.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_M_robert_de_niro.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
E_F_jennifer_aniston.jpg,0,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
P_M_Tony_Blair.jpg,1,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
age: 25,gender: Male,handedness: right,5c1d234d89f035000172aeb7,"04/26/2022, 07:16:53"
