RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
4001,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1788,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1969,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2861,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1760,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1585,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2379,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
4929,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2084,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2605,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1865,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2666,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2680,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
4024,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1994,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2414,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2791,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3147,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2658,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2858,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
4598,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2346,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3485,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2630,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2130,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2545,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2498,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2772,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
4128,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
4160,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2887,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2141,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3884,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2256,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2510,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2783,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2707,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2153,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3461,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1985,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2012,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
1806,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2257,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2266,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2648,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
7688,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3377,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2008,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2232,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3458,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
4069,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2764,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3987,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
3485,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
2016,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
file,isFamiliar,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_F_sandra_bullock.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_M_david_cameron.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_F_Kate_Winslet.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_M_boris_johnson.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_F_jennifer_aniston.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_M_bill_clinton.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_F_hillary_clinton.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_M_george_Wbush.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_F_tehresy_may.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_M_robert_de_niro.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_F_keira_knightley.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_F_angelina_jolie.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_M_michael_caine.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_F_Judi_Dench.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_M_nicolas_cage.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_M_donald_trump.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_M_tom_hankes.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
E_M_Hugh_Grant.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_M_Tony_Blair.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
P_F_nicola_sturgeon.jpg,1,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
age: 31,gender: Male,handedness: right,5d3ef33e8da0790017c90e08,"04/26/2022, 07:19:39"
