RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
5686,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
4500,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
6557,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
1733,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
5361,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
2654,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
5567,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
2814,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
4146,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
1965,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
3612,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
2894,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
4412,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
file,isFamiliar,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_M_boris_johnson.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_F_Judi_Dench.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_M_george_Wbush.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_M_nicolas_cage.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_M_david_cameron.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_F_angelina_jolie.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_F_keira_knightley.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_M_michael_caine.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_M_tom_hankes.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_F_jennifer_aniston.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_F_nicola_sturgeon.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_M_Tony_Blair.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_M_Hugh_Grant.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_M_robert_de_niro.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_F_hillary_clinton.jpg,0,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_M_bill_clinton.jpg,0,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_F_tehresy_may.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_F_sandra_bullock.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
E_F_Kate_Winslet.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
P_M_donald_trump.jpg,1,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
age: 33,gender: Female,handedness: right,59a734ce0c87a000017481ed,"04/26/2022, 07:26:27"
