RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1646,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2830,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2735,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2934,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1887,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1439,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1825,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1383,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1337,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2153,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1581,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1550,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2178,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1826,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2113,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2516,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1655,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2325,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2054,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2186,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1489,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2664,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1774,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2220,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1607,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1279,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1871,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1319,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2060,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
3144,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2502,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
4119,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1424,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1920,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1461,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1627,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1556,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1509,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
5453,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1144,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2039,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2019,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2860,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1038,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1471,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1438,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1319,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
6675,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
3199,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
2074,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1652,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
1810,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
3137,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
file,isFamiliar,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_M_bill_clinton.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_M_tom_hankes.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_F_Kate_Winslet.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_M_nicolas_cage.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_M_george_Wbush.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_F_angelina_jolie.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_M_boris_johnson.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_F_Judi_Dench.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_F_sandra_bullock.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_F_jennifer_aniston.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_F_tehresy_may.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_F_keira_knightley.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_M_Tony_Blair.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_M_michael_caine.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_M_david_cameron.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_F_hillary_clinton.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_M_robert_de_niro.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_F_nicola_sturgeon.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
P_M_donald_trump.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
E_M_Hugh_Grant.jpg,1,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
age: 28,gender: Female,handedness: right,5efde724d80f81077c0800b9,"04/26/2022, 06:27:20"
