RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5122,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8986,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4251,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
1596,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5417,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4642,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2523,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3615,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3545,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3615,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
14072,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4286,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7012,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4770,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
13008,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
23110,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3928,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3910,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4221,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8607,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
21181,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3230,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11317,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2303,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3125,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7359,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8603,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2608,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4186,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4657,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3238,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8544,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3144,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4428,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7828,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2828,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3005,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4434,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4144,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8282,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8510,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
58303,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3681,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4758,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4751,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4158,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7706,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
12591,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3810,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2153,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9808,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11694,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3430,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3457,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3651,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2814,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5880,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9879,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4528,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11234,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8793,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
16724,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6405,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
1953,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5969,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4527,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2643,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3735,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5962,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
24434,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3280,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3544,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3171,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3914,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
41333,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6101,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2856,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3725,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
1820,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2765,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2508,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3145,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11758,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2412,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3538,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
51194,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2051,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
19542,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2916,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5035,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4907,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3018,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4736,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2586,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3964,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2800,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4962,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
79106,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6211,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
32579,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4535,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8617,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8418,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
26768,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11050,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5777,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5783,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2960,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3069,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2496,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4304,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2787,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6924,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3087,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5982,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5226,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2744,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6332,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3456,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
10042,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5144,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3476,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2009,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2537,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2287,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3247,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4066,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
23598,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
12784,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4052,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5197,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3358,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3572,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
15379,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3720,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
43210,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
14181,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8037,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
14323,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
10359,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3353,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9295,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9516,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6397,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
