RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2578,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
5833,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4167,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4599,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4674,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2460,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3941,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2794,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3972,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4673,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2298,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4196,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2789,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3196,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2709,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3721,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2462,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3202,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
12106,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2461,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4378,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3310,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3549,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
7308,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2855,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2630,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3974,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2326,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1997,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3338,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2866,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2250,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1972,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1837,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1727,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1878,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4286,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3877,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1877,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3279,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2605,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3510,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1968,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2736,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2317,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2031,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2822,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2253,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3082,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3597,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3702,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2776,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2658,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2502,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3013,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2000,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2374,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3523,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2892,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2755,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2782,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3532,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4972,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2671,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2489,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2092,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4197,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3238,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
27510,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3144,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2247,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3871,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2670,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2439,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
4438,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1646,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1685,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3606,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1732,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1528,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1668,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1280,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1780,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
1277,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3355,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3197,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
3614,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2438,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
2061,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
file,isFamiliar,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_Martin_Freeman.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_M_Tony_Blair.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_M_donald_trump.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_F_jennifer_aniston.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_Hugh_Grant.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_nicolas_cage.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_F_PRITI_PATEL.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_F_Judi_Dench.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_F_sandra_bullock.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_liam_neeson.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_F_hillary_clinton.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_F_keira_knightley.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_tom_hankes.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_F_tehresy_may.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_michael_caine.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_robert_de_niro.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_F_esther_mcvey.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_F_angela_rayner.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_M_david_cameron.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_F_angelina_jolie.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_F_nicola_sturgeon.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_M_george_Wbush.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_F_Kate_Winslet.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_M_boris_johnson.jpg,1,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
P_M_bill_clinton.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
E_M_anthony_hopkins.jpg,0,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
age: 30,gender: Female,handedness: right,559e16a2fdf99b4f0b984e34,"11/29/2021, 17:32:33"
