RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3787,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5085,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3535,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3310,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5726,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
9086,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2854,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3682,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3481,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2992,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5431,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3221,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5072,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4200,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4140,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4757,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4136,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4152,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3220,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3053,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3011,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3259,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4881,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3778,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4225,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3475,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4980,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
6132,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5452,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4535,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
7246,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3539,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3260,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5117,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3617,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3707,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2961,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
9060,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4103,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3191,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5726,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3368,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
7086,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
6820,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5720,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3333,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3146,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3428,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4565,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3289,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3868,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5745,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3489,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4040,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3463,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3499,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2886,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3247,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5414,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3139,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3986,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4828,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3551,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4669,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4020,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3597,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3608,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3473,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2824,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2847,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2846,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4173,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5804,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
6814,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
6473,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3465,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5597,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3468,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3676,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3494,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2812,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4038,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2847,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3219,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2855,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5787,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2777,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
9531,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5452,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3734,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3654,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
3829,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
4347,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
2744,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
5721,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
file,isFamiliar,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_liam_neeson.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_M_boris_johnson.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_M_david_cameron.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_F_angelina_jolie.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_robert_de_niro.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_F_sandra_bullock.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_F_tehresy_may.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_tom_hankes.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_anthony_hopkins.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_Martin_Freeman.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_F_jennifer_aniston.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_M_bill_clinton.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_michael_caine.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_F_Kate_Winslet.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_F_keira_knightley.jpg,0,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_F_esther_mcvey.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_F_Judi_Dench.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_F_hillary_clinton.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_Hugh_Grant.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_F_angela_rayner.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_F_nicola_sturgeon.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_F_PRITI_PATEL.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_M_Tony_Blair.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
E_M_nicolas_cage.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_M_donald_trump.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
P_M_george_Wbush.jpg,1,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
age: 36,gender: Female,handedness: left,5c5b71a4d365e400015096f9,"11/30/2021, 18:43:17"
