RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5344,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3356,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4421,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3451,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4075,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
9995,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4384,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2746,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4477,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2780,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
6124,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3024,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5546,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5785,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4847,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4143,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
6231,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2368,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3359,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
6067,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4401,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
7401,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2890,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3236,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3980,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3123,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3113,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3267,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3445,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3736,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2986,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
9214,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
10382,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5270,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4061,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3946,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2800,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4890,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2315,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
1798,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
1830,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
8843,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2998,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4266,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2910,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4729,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3059,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4779,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3877,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4212,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4585,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2735,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3193,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4007,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4140,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
1962,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3858,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
7463,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4361,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
7071,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
6528,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4386,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4825,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5374,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2160,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5767,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
10409,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
7999,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5523,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
6554,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3278,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
7694,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5237,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
6120,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4242,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4214,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
17962,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4343,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3579,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
10983,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4922,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2619,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3444,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
10686,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2439,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
1957,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
122591,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3163,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
1529,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4031,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3178,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2446,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2006,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4505,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4041,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2249,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2922,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3032,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3204,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2125,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2018,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2313,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2140,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2596,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3210,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4584,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2102,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2274,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2054,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3530,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4009,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2354,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3732,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2035,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2370,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2660,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
4139,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5203,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3271,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
3002,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2412,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
5015,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2516,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
1653,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
2462,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
1200,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
file,isFamiliar,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_M_tom_hankes.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_M_david_cameron.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_M_donald_trump.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_F_nicola_sturgeon.jpg,0,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_M_Martin_Freeman.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_M_bill_clinton.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_F_hillary_clinton.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_F_angela_rayner.jpg,0,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_M_Tony_Blair.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_M_Hugh_Grant.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_F_sandra_bullock.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_F_PRITI_PATEL.jpg,0,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_F_Judi_Dench.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_F_Kate_Winslet.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_M_nicolas_cage.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
P_F_tehresy_may.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_M_michael_caine.jpg,0,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
E_F_angelina_jolie.jpg,1,5b5a0ed1e56aea000118ad3a,"11/29/2021, 17:30:27"
