RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
8267,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5946,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5851,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5694,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3877,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4607,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6035,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4175,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5604,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3993,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3744,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
14407,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
11169,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6562,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6190,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7091,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5607,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4035,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3900,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
25521,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4842,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
8987,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4350,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3521,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4327,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4356,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5127,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3871,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5757,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4432,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5499,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6075,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7949,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5468,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5057,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7170,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5716,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5862,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5891,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5539,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
48262,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5283,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4155,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5545,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5854,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4464,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3558,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5555,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7195,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4835,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4720,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4268,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5852,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5825,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4179,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5818,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3956,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6635,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
8784,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3194,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7592,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4888,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6247,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4832,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4609,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
2787,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3503,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5239,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3363,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6147,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4297,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6001,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7590,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3163,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4703,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5005,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4100,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6411,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3960,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4446,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4596,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3785,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4564,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5130,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3887,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5038,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4538,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4261,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
32019,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
14021,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7585,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
8065,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5101,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3887,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4318,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
11572,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5007,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
39013,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4669,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4637,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3790,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6211,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4113,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3592,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6825,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4449,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4104,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
2682,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7023,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5420,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5005,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5027,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7598,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6573,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4587,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6612,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5389,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3576,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5306,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
9045,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7662,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4027,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5019,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5706,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3516,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4122,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4845,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6218,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7665,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
22798,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5230,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4859,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4846,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7498,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7539,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4579,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6093,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4196,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5278,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6126,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
