RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2895,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3651,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3168,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3203,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3485,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2585,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2836,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4283,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2597,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3828,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2798,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2484,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3580,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2632,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2978,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2994,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3001,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2585,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2596,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2383,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2192,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2067,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2033,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1753,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2128,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2960,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1976,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1889,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1802,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1807,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2850,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2730,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2888,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1558,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1843,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2294,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3086,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2343,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3330,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2826,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2801,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1876,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2709,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2150,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1852,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2415,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3380,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2969,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2022,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3706,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3965,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2826,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1949,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2003,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2117,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2077,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1690,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3838,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2170,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2249,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2374,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2411,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1721,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1883,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1972,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2477,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1727,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2030,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2318,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2237,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2023,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1855,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3788,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2291,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1793,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1875,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
1860,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
22660,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3067,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4350,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4250,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3948,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
file,isFamiliar,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_F_tehresy_may.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_Hugh_Grant.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_M_david_cameron.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_F_angelina_jolie.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_F_nicola_sturgeon.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_M_bill_clinton.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_liam_neeson.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_nicolas_cage.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_M_Tony_Blair.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_tom_hankes.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_M_boris_johnson.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_F_PRITI_PATEL.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_F_Kate_Winslet.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_F_angela_rayner.jpg,0,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_F_keira_knightley.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_F_esther_mcvey.jpg,0,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_robert_de_niro.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_F_sandra_bullock.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_M_george_Wbush.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_Martin_Freeman.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_F_jennifer_aniston.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_F_hillary_clinton.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_F_Judi_Dench.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_michael_caine.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
P_M_donald_trump.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
E_M_anthony_hopkins.jpg,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
age: 37,gender: Female,handedness: right,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
