RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
7280,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5268,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4723,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3479,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2830,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5185,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3753,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5840,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4184,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3834,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4513,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3968,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2304,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3299,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3169,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2867,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4029,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4006,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2460,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3139,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2087,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2471,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2268,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3198,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2616,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2060,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5957,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5710,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2223,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2817,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2079,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3695,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2457,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2191,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3993,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2313,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2473,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2569,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2960,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2766,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2333,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3191,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4375,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3855,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2676,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3357,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3404,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3419,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3435,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3389,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3335,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3735,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3441,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2915,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2752,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4049,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3989,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3592,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3003,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2916,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2830,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2769,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4726,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3645,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3181,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4392,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3016,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3674,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3746,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2412,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4031,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2370,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2472,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2505,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2375,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3001,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2241,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3072,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2834,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2775,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3585,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3546,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2753,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5112,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2619,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2828,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3069,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4023,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3090,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2698,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3854,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3719,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2599,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4249,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2808,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2582,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3103,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5695,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3226,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
5151,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2881,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3668,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2846,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3193,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2838,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3260,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
3630,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2631,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2978,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
2915,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
4351,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61484d1c25f733072ada4fdd,"11/30/2021, 18:20:34"
