RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2448,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2974,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2796,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4498,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2868,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3630,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2501,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2830,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3536,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3789,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3028,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4598,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2555,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3358,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3124,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2736,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3632,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2775,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2878,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4997,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2791,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2944,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4595,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
7343,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3617,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4105,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
8183,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5692,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2720,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
6053,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3919,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4075,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
6096,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4053,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2904,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2532,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3078,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4054,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4268,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2705,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3041,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3580,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3004,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3165,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3197,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2965,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3304,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3718,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5632,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3529,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3368,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2383,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2568,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4117,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4953,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4654,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3691,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
8882,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
6523,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3826,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
file,isFamiliar,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_Martin_Freeman.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_F_esther_mcvey.jpg,0,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_F_Judi_Dench.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_F_tehresy_may.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_M_george_Wbush.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_M_bill_clinton.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_F_hillary_clinton.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_F_sandra_bullock.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_F_Kate_Winslet.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_F_keira_knightley.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_F_nicola_sturgeon.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_M_david_cameron.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_F_angela_rayner.jpg,0,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_michael_caine.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_F_angelina_jolie.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_M_boris_johnson.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_anthony_hopkins.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_Hugh_Grant.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_F_PRITI_PATEL.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_robert_de_niro.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_liam_neeson.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_nicolas_cage.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_M_Tony_Blair.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_F_jennifer_aniston.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
E_M_tom_hankes.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
P_M_donald_trump.jpg,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
age: 34,gender: Male,handedness: right,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
