RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3714,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4101,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4010,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5883,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3569,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3065,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2759,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4190,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4544,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3070,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5993,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4299,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3117,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5064,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3848,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4006,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4930,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4363,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3908,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3036,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3294,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3603,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3709,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4034,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3387,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3720,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5621,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2568,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5145,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3483,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3417,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5541,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2959,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4018,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5049,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3945,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4669,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2671,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4651,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3823,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2811,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5789,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4087,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4002,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3721,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5307,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4412,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4129,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3529,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3360,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4098,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3495,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3809,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5042,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4114,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2913,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3077,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4447,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4409,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4240,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4016,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3533,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4346,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3839,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4626,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4606,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4525,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4301,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3851,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5771,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3673,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3331,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3151,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4002,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5195,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2582,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5084,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2822,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2605,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3801,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3647,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3005,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2535,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5425,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3817,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4989,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3662,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2908,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4234,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3248,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3232,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2695,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
7186,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
6785,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4744,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4966,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4811,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
13176,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3678,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3507,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3844,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3633,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3726,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3217,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3232,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2762,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4268,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
6963,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3799,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3540,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3109,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4485,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3840,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4003,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3584,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
6221,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4300,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3469,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3332,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3085,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3048,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4182,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3745,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5641,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3347,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
5393,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3430,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
4750,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2873,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
7787,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2970,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2995,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3110,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
3787,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
2722,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb5e017710cc8a426cf9d8,"11/30/2021, 18:24:48"
