"","E_F_galit_gutman.png","E_F_ilanit.png","E_F_ninet.png","E_F_rotem_sela.png","E_F_shiri.png","E_M_asi.png","E_M_danker.png","E_M_ido.png","E_M_liorA.png","E_M_yuda.png","P_F_michaeli.png","P_F_regev.png","P_F_shaked.png","P_F_staiv.png","P_M_benet.png","P_M_buji.png","P_M_gantz.png","P_M_lapid.png","P_M_saar.png","P_M_smut.png"
"E_F_galit_gutman.png",NA,-1.14311277929266,0.502197532285249,-1.53703410768118,-0.660850840076516,0.607595656774131,0.546582426348004,-0.039930108836931,-0.329318437688813,-0.435874825772378,-0.0862577099003402,0.611531840282092,0.0513666714096844,0.179429373257829,0.638926246346279,0.575979444048807,0.156335622725684,0.659223506291966,0.734185201986029,0.503368885742341
"E_F_ilanit.png",-1.14311277929266,NA,0.0454582977315619,-0.744769069533893,-1.63317552653366,0.0502989310334863,0.531183743355448,0.514799728704437,0.18119326183582,0.160517587830451,0.315394693230129,0.0295743542466537,-0.199570403097257,-0.239773340375032,0.308062914416688,0.343251137417801,-0.103450257708257,0.474974190677571,0.691617913997335,0.25276177929495
"E_F_ninet.png",0.502197532285249,0.0454582977315619,NA,0.376334572773745,-0.17526197327699,-0.136526885674966,0.425387571089628,0.591501519970776,0.329506507117473,-0.0833050400567441,-0.297167857938763,-0.764237247237761,-1.16606929204332,0.0521292317785544,0.508348320571093,0.720267657965402,0.320375468557211,0.170457246131181,0.338993978483981,0.683018420634606
"E_F_rotem_sela.png",-1.53703410768118,-0.744769069533893,0.376334572773745,NA,-0.854523268796024,0.0701795723402953,-0.00809310695857949,-0.122260815346866,0.617475257200151,-0.0850337205083173,-0.5938420768369,0.298630401137438,-0.586876184542219,-0.219559924408492,0.779091537857869,0.0839294107939859,0.191859992819752,0.792060481284753,0.526700991005913,0.41857347900102
"E_F_shiri.png",-0.660850840076516,-1.63317552653366,-0.17526197327699,-0.854523268796024,NA,-0.509775186677554,-0.132419685480292,0.289331136655665,0.304368169140899,0.13258345302647,-0.138617065621139,-0.0732160546802896,-0.531708441413585,-0.118782717361276,0.474892230952357,0.288993517847508,0.0237845959509693,0.186713120307067,0.247925065201281,-0.109902066583134
"E_M_asi.png",0.607595656774131,0.0502989310334863,-0.136526885674966,0.0701795723402953,-0.509775186677554,NA,-1.16697814684127,-1.08421826090535,-0.283506969648572,-0.261000736047756,-0.225957979843494,0.186891313581787,0.169158974879227,0.752975174394159,0.520981206073727,0.202425729358422,0.190900690154573,0.158517110410533,-0.47047161442912,0.227137163165622
"E_M_danker.png",0.546582426348004,0.531183743355448,0.425387571089628,-0.00809310695857949,-0.132419685480292,-1.16697814684127,NA,-2.97159241868468,-0.0883603857791339,-1.4181381659599,-0.946820512279575,0.501165002874675,0.364013005888187,0.524749490506455,0.498722192357449,0.325257866745737,0.247110286858279,-0.23102414924768,-0.112328202090579,-0.548578100056133
"E_M_ido.png",-0.039930108836931,0.514799728704437,0.591501519970776,-0.122260815346866,0.289331136655665,-1.08421826090535,-2.97159241868468,NA,-0.42789581493171,-1.50559619009708,-0.467904568386723,0.684418690587142,0.499307176723309,0.848084893017049,0.413049952320961,0.477934790717626,0.331535644755797,-0.0466935264741334,-0.346955154672635,-0.102063146124453
"E_M_liorA.png",-0.329318437688813,0.18119326183582,0.329506507117473,0.617475257200151,0.304368169140899,-0.283506969648572,-0.0883603857791339,-0.42789581493171,NA,-1.22914754488629,0.383408611348662,0.528160774329067,0.321056420257395,0.2400189712616,0.166009960703107,-0.810480614073577,-1.59970215122938,-1.01053894499554,-0.210817484439525,-0.152862095459633
"E_M_yuda.png",-0.435874825772378,0.160517587830451,-0.0833050400567441,-0.0850337205083173,0.13258345302647,-0.261000736047756,-1.4181381659599,-1.50559619009708,-1.22914754488629,NA,0.0222489310917729,0.468245206325817,-0.0874104988005256,0.395981329437715,0.505991597141093,-0.488561243426403,-0.440685168372924,-0.20493507948045,0.15052096986822,-0.838282412634341
"P_F_michaeli.png",-0.0862577099003402,0.315394693230129,-0.297167857938763,-0.5938420768369,-0.138617065621139,-0.225957979843494,-0.946820512279575,-0.467904568386723,0.383408611348662,0.0222489310917729,NA,-0.689246868183377,-0.353481892491125,0.0672484265299086,0.591235123477757,0.168769799296893,0.560229968735256,0.360800628007296,-0.421932921809021,0.647831793930536
"P_F_regev.png",0.611531840282092,0.0295743542466537,-0.764237247237761,0.298630401137438,-0.0732160546802896,0.186891313581787,0.501165002874675,0.684418690587142,0.528160774329067,0.468245206325817,-0.689246868183377,NA,-0.966030480124582,0.0376579082926022,0.448012453341723,0.326913032580437,0.93204552754963,0.695827207094375,0.581873931602866,0.255831145787941
"P_F_shaked.png",0.0513666714096844,-0.199570403097257,-1.16606929204332,-0.586876184542219,-0.531708441413585,0.169158974879227,0.364013005888187,0.499307176723309,0.321056420257395,-0.0874104988005256,-0.353481892491125,-0.966030480124582,NA,-0.884417691477548,0.0763540873402107,0.179063474438794,0.570267559848751,0.612054266255763,0.45190100475325,0.20305477313192
"P_F_staiv.png",0.179429373257829,-0.239773340375032,0.0521292317785544,-0.219559924408492,-0.118782717361276,0.752975174394159,0.524749490506455,0.848084893017049,0.2400189712616,0.395981329437715,0.0672484265299086,0.0376579082926022,-0.884417691477548,NA,0.140224407196631,0.145219702937186,-0.118036104254261,0.867816998757722,0.728371103186884,0.362545734661556
"P_M_benet.png",0.638926246346279,0.308062914416688,0.508348320571093,0.779091537857869,0.474892230952357,0.520981206073727,0.498722192357449,0.413049952320961,0.166009960703107,0.505991597141093,0.591235123477757,0.448012453341723,0.0763540873402107,0.140224407196631,NA,0.24237306744669,0.392654517105972,0.285234977918788,0.191423303236421,-0.0721213958442483
"P_M_buji.png",0.575979444048807,0.343251137417801,0.720267657965402,0.0839294107939859,0.288993517847508,0.202425729358422,0.325257866745737,0.477934790717626,-0.810480614073577,-0.488561243426403,0.168769799296893,0.326913032580437,0.179063474438794,0.145219702937186,0.24237306744669,NA,-0.690147882920531,0.265090962927999,-1.2529384770483,-0.722512880078446
"P_M_gantz.png",0.156335622725684,-0.103450257708257,0.320375468557211,0.191859992819752,0.0237845959509693,0.190900690154573,0.247110286858279,0.331535644755797,-1.59970215122938,-0.440685168372924,0.560229968735256,0.93204552754963,0.570267559848751,-0.118036104254261,0.392654517105972,-0.690147882920531,NA,-0.185174195070485,-0.349526152355229,0.28519122464566
"P_M_lapid.png",0.659223506291966,0.474974190677571,0.170457246131181,0.792060481284753,0.186713120307067,0.158517110410533,-0.23102414924768,-0.0466935264741334,-1.01053894499554,-0.20493507948045,0.360800628007296,0.695827207094375,0.612054266255763,0.867816998757722,0.285234977918788,0.265090962927999,-0.185174195070485,NA,-0.0436503057811286,-0.311419602093977
"P_M_saar.png",0.734185201986029,0.691617913997335,0.338993978483981,0.526700991005913,0.247925065201281,-0.47047161442912,-0.112328202090579,-0.346955154672635,-0.210817484439525,0.15052096986822,-0.421932921809021,0.581873931602866,0.45190100475325,0.728371103186884,0.191423303236421,-1.2529384770483,-0.349526152355229,-0.0436503057811286,NA,0.158106983798295
"P_M_smut.png",0.503368885742341,0.25276177929495,0.683018420634606,0.41857347900102,-0.109902066583134,0.227137163165622,-0.548578100056133,-0.102063146124453,-0.152862095459633,-0.838282412634341,0.647831793930536,0.255831145787941,0.20305477313192,0.362545734661556,-0.0721213958442483,-0.722512880078446,0.28519122464566,-0.311419602093977,0.158106983798295,NA
