"","E_F_ilanit.png","E_F_ninet.png","E_F_rotem_sela.png","E_F_shiri.png","E_M_asi.png","E_M_danker.png","E_M_ido.png","E_M_liorA.png","E_M_yuda.png","P_F_michaeli.png","P_F_regev.png","P_F_shaked.png","P_M_benet.png","P_M_buji.png","P_M_gantz.png","P_M_lapid.png","P_M_saar.png","P_M_smut.png"
"E_F_ilanit.png",NA,-0.0277249610011816,-0.51730774115154,-1.51167533323036,0.108872390367053,0.588706922835283,0.538491722741085,0.226619085435285,0.374972632425495,0.254573636543221,-0.00477932383947455,-0.111507692747947,0.125722227864455,0.476318860278512,0.000694706894496613,0.454431484444263,0.60886941300587,0.306453375441361
"E_F_ninet.png",-0.0277249610011816,NA,0.348419341409333,-0.130372946047587,-0.0830340274108912,0.450784706515473,0.611066928493834,0.39135159928157,-0.0686568273853877,-0.3471729844736,-1.00856731155592,-1.14018453065111,0.473832401816814,0.617006103121324,0.351023209109678,0.0970708643928473,0.405830928618657,0.669250525238409
"E_F_rotem_sela.png",-0.51730774115154,0.348419341409333,NA,-0.893420770442625,0.0701795723402953,-0.00809310695857949,-0.235815906590614,0.422345318646548,-0.125977656497854,-0.573248475720779,0.117395599670579,-0.674675750606174,0.779091537857869,0.145447922529654,0.191859992819752,0.792060481284753,0.528493922650454,0.490378151255744
"E_F_shiri.png",-1.51167533323036,-0.130372946047587,-0.893420770442625,NA,-0.526548426525468,-0.128699034483459,0.249578325892777,0.117764864510046,0.0538041332536755,-0.12035084426049,-0.174852173964498,-0.513494748378302,0.487608952032167,0.457292757662802,0.0590566987808491,0.213838796919142,0.180004352304415,-0.116261922308772
"E_M_asi.png",0.108872390367053,-0.0830340274108912,0.0701795723402953,-0.526548426525468,NA,-1.16697814684127,-1.10157760759325,-0.348357702273933,-0.294207160783517,-0.223758583577044,0.0811046761259236,0.235370923999059,0.520981206073727,0.185986034149657,0.190900690154573,0.158517110410533,-0.358464457873934,0.193168934280384
"E_M_danker.png",0.588706922835283,0.450784706515473,-0.00809310695857949,-0.128699034483459,-1.16697814684127,NA,-2.84669769953788,-0.164079386716159,-1.42744250051621,-0.90857798939132,0.408169077265859,0.410739551907123,0.498722192357449,0.229111177887075,0.247110286858279,-0.23102414924768,-0.107333874799461,-0.741709896989922
"E_M_ido.png",0.538491722741085,0.611066928493834,-0.235815906590614,0.249578325892777,-1.10157760759325,-2.84669769953788,NA,-0.686891088449542,-1.44646426321295,-0.537613617563669,0.675150292979951,0.428057959950275,0.450460517609,0.313831569146818,0.265567607388252,-0.0190736300126353,-0.313448713495391,-0.21190748970302
"E_M_liorA.png",0.226619085435285,0.39135159928157,0.422345318646548,0.117764864510046,-0.348357702273933,-0.164079386716159,-0.686891088449542,NA,-1.52297693445663,0.392458912600336,0.440868677568086,0.395295728779683,0.394021388687084,-0.794687751664981,-1.31045553283891,-0.816726062206269,-0.270057027215202,-0.193404756228419
"E_M_yuda.png",0.374972632425495,-0.0686568273853877,-0.125977656497854,0.0538041332536755,-0.294207160783517,-1.42744250051621,-1.44646426321295,-1.52297693445663,NA,0.118153399460044,0.302556809521465,-0.0512382632876716,0.451850955792498,-0.551626903055879,-0.446063959576001,-0.132218036460839,0.149374491788557,-0.873113499470403
"P_F_michaeli.png",0.254573636543221,-0.3471729844736,-0.573248475720779,-0.12035084426049,-0.223758583577044,-0.90857798939132,-0.537613617563669,0.392458912600336,0.118153399460044,NA,-0.535493051019093,-0.313729188443478,0.608339881284196,0.223511795116335,0.57888498427882,0.389427110587258,-0.351620836465932,0.593436066134066
"P_F_regev.png",-0.00477932383947455,-1.00856731155592,0.117395599670579,-0.174852173964498,0.0811046761259236,0.408169077265859,0.675150292979951,0.440868677568086,0.302556809521465,-0.535493051019093,NA,-1.18972842839405,0.232483361653908,0.11720384748884,0.817438293588697,0.510733603317514,0.447350024425032,0.39307130028516
