"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness"
"3434","E_M_Russell_Howard.png","P_F_Theresa_May.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","E_M_Russell_Howard(10).png P_F_Theresa_May(3).png",0.63964113844792,"27","Male","right"
"8319","E_M_Simon_Pegg.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","E_M_Simon_Pegg(8).png P_M_Sajid_Javid(4).png",0.63964113844792,"27","Male","right"
"7799","P_M_david_camer.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_M_david_camer(14).png P_M_Tony_Blair.png",-0.587952965644047,"27","Male","right"
"2142","P_F_Theresa_May.png","P_M_keir_starmer.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_F_Theresa_May(3).png P_M_keir_starmer(6).png",0.63964113844792,"27","Male","right"
"3407","P_M_keir_starmer.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",4,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_M_keir_starmer(6).png P_M_nigel_farage(5).png",-1.81554706973601,"27","Male","right"
"1815","P_M_Michael_Gove.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_M_Michael_Gove(9).png P_M_Sajid_Javid(4).png",0.63964113844792,"27","Male","right"
"1671","P_F_nicola_sturge.png","P_M_jeremy_corbyn.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_F_nicola_sturge(10).png P_M_jeremy_corbyn(2).png",0.63964113844792,"27","Male","right"
"1903","E_F_Sarah_Millican.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","E_F_Sarah_Millican(1).png P_M_Sajid_Javid(4).png",0.63964113844792,"27","Male","right"
"5671","E_M_Jimmy_Carr.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",4,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","E_M_Jimmy_Carr(5).png E_M_Peter_Kay(3).png",-1.81554706973601,"27","Male","right"
"8063","P_F_Theresa_May.png","P_M_jeremy_corbyn.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_F_Theresa_May(3).png P_M_jeremy_corbyn(2).png",0.63964113844792,"27","Male","right"
"3720","E_M_Simon_Pegg.png","P_M_jeremy_corbyn.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",5,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","E_M_Simon_Pegg(8).png P_M_jeremy_corbyn(2).png",-0.587952965644047,"27","Male","right"
"6255","P_M_david_camer.png","P_M_Michael_Gove.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_M_david_camer(14).png P_M_Michael_Gove(9).png",0.63964113844792,"27","Male","right"
"8231","P_F_Theresa_May.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",4,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_F_Theresa_May(3).png P_M_Tony_Blair.png",-1.81554706973601,"27","Male","right"
"2207","P_M_Michael_Gove.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_M_Michael_Gove(9).png P_M_nigel_farage(5).png",-0.587952965644047,"27","Male","right"
"3111","P_M_david_camer.png","P_M_keir_starmer.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",2,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_M_david_camer(14).png P_M_keir_starmer(6).png",-4.27073527791995,"27","Male","right"
"3759","E_M_Simon_Pegg.png","P_M_Gordon_Brown.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","E_M_Simon_Pegg(8).png P_M_Gordon_Brown(19).png",0.63964113844792,"27","Male","right"
"7303","P_M_Gordon_Brown.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","P_M_Gordon_Brown(19).png P_M_Tony_Blair.png",-0.587952965644047,"27","Male","right"
"4991","E_M_Jimmy_Carr.png","P_M_Michael_Gove.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"58542426733c730001a5d1f4","10/14/2022, 09:17:10","E_M_Jimmy_Carr(5).png P_M_Michael_Gove(9).png",0.63964113844792,"27","Male","right"
