"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.png"
"E_F_Dawn_Roma_French.png",NA,4.78571428571429,3.93333333333333,3.77777777777778,4.76923076923077,3.94444444444444,3.22222222222222,3.83333333333333,4.94444444444444,5.4375,4.82352941176471,5.22222222222222,5.05882352941176,4.66666666666667,5.375,5.35714285714286,5.21428571428571,5.47058823529412,5.23076923076923,5.76470588235294
"E_F_Jennifer_Saunders.png",4.78571428571429,NA,3,4.71428571428571,4.83333333333333,5.21428571428571,4.64285714285714,5.07142857142857,4.64285714285714,4.53846153846154,3.92857142857143,4.14285714285714,4.71428571428571,5,4.61538461538461,4.16666666666667,5.16666666666667,5.57142857142857,5.25,4.57142857142857
"E_F_Julie_Walters.png",3.93333333333333,3,NA,4.53333333333333,4.54545454545455,4.13333333333333,4.46666666666667,5.06666666666667,4,4.53846153846154,4.07142857142857,3.86666666666667,5,5,4.38461538461539,4.63636363636364,5.08333333333333,5.64285714285714,5.16666666666667,4.42857142857143
"E_F_Sarah_Millican.png",3.77777777777778,4.71428571428571,4.53333333333333,NA,5.46153846153846,4.21052631578947,4.63157894736842,4.57894736842105,5.15789473684211,5.41176470588235,4.83333333333333,5.31578947368421,5.27777777777778,4.75,5.11764705882353,5.26666666666667,4.06666666666667,5.5,4.92857142857143,5.5
"E_M_Ewan_McGregor.png",4.76923076923077,4.83333333333333,4.54545454545455,5.46153846153846,NA,4.46153846153846,4.76923076923077,5.23076923076923,3.92307692307692,4.07692307692308,5.23076923076923,5.53846153846154,4.84615384615385,4.69230769230769,4.58333333333333,4.83333333333333,5.08333333333333,5.46153846153846,5.16666666666667,4.53846153846154
"E_M_Jimmy_Carr.png",3.94444444444444,5.21428571428571,4.13333333333333,4.21052631578947,4.46153846153846,NA,3.78947368421053,4.47368421052632,4.31578947368421,5.41176470588235,4.55555555555556,5.31578947368421,4.38888888888889,4.6875,5.23529411764706,4.86666666666667,5.06666666666667,5.11111111111111,5.07142857142857,4.88888888888889
"E_M_Michael_McIntyr.png",3.22222222222222,4.64285714285714,4.46666666666667,4.63157894736842,4.76923076923077,3.78947368421053,NA,4.47368421052632,5,5.41176470588235,4.38888888888889,5.05263157894737,4.55555555555556,3.6875,5.52941176470588,4.53333333333333,4.86666666666667,5.05555555555556,5,4.77777777777778
"E_M_Peter_Kay.png",3.83333333333333,5.07142857142857,5.06666666666667,4.57894736842105,5.23076923076923,4.47368421052632,4.47368421052632,NA,5.10526315789474,5.58823529411765,5.16666666666667,5.73684210526316,4.5,4.125,5.58823529411765,4.8,5.26666666666667,5.38888888888889,5.35714285714286,5.66666666666667
"E_M_Russell_Howard.png",4.94444444444444,4.64285714285714,4,5.15789473684211,3.92307692307692,4.31578947368421,5,5.10526315789474,NA,4.88235294117647,4.55555555555556,4.73684210526316,5.27777777777778,4.625,4.29411764705882,5.06666666666667,4.86666666666667,5.16666666666667,5.42857142857143,4.11111111111111
"E_M_Simon_Pegg.png",5.4375,4.53846153846154,4.53846153846154,5.41176470588235,4.07692307692308,5.41176470588235,5.41176470588235,5.58823529411765,4.88235294117647,NA,4.76470588235294,5.23529411764706,5.52941176470588,5.26666666666667,4.0625,4.92857142857143,4.92857142857143,5.23529411764706,5.46153846153846,4.64705882352941
"P_F_nicola_sturge.png",4.82352941176471,3.92857142857143,4.07142857142857,4.83333333333333,5.23076923076923,4.55555555555556,4.38888888888889,5.16666666666667,4.55555555555556,4.76470588235294,NA,4.57894736842105,4.78947368421053,4.8125,5.16666666666667,4.1875,5.0625,5.05263157894737,5,5.22222222222222
"P_F_Theresa_May.png",5.22222222222222,4.14285714285714,3.86666666666667,5.31578947368421,5.53846153846154,5.31578947368421,5.05263157894737,5.73684210526316,4.73684210526316,5.23529411764706,4.57894736842105,NA,4.94736842105263,5.0625,4.44444444444444,4.9375,5.4375,5.26315789473684,5.53333333333333,4.38888888888889
"P_M_david_camer.png",5.05882352941176,4.71428571428571,5,5.27777777777778,4.84615384615385,4.38888888888889,4.55555555555556,4.5,5.27777777777778,5.52941176470588,4.78947368421053,4.94736842105263,NA,5.0625,5.38888888888889,3.3125,5.0625,5.36842105263158,5.46666666666667,4.16666666666667
"P_M_Gordon_Brown.png",4.66666666666667,5,5,4.75,4.69230769230769,4.6875,3.6875,4.125,4.625,5.26666666666667,4.8125,5.0625,5.0625,NA,4.93333333333333,3.8,5.28571428571429,4.8125,5.35714285714286,4.375
"P_M_jeremy_corbyn.png",5.375,4.61538461538461,4.38461538461539,5.11764705882353,4.58333333333333,5.23529411764706,5.52941176470588,5.58823529411765,4.29411764705882,4.0625,5.16666666666667,4.44444444444444,5.38888888888889,4.93333333333333,NA,4.8,4.8,4.55555555555556,5.5,4.70588235294118
"P_M_keir_starmer.png",5.35714285714286,4.16666666666667,4.63636363636364,5.26666666666667,4.83333333333333,4.86666666666667,4.53333333333333,4.8,5.06666666666667,4.92857142857143,4.1875,4.9375,3.3125,3.8,4.8,NA,5.28571428571429,4.9375,5.28571428571429,3.93333333333333
"P_M_Michael_Gove.png",5.21428571428571,5.16666666666667,5.08333333333333,4.06666666666667,5.08333333333333,5.06666666666667,4.86666666666667,5.26666666666667,4.86666666666667,4.92857142857143,5.0625,5.4375,5.0625,5.28571428571429,4.8,5.28571428571429,NA,4.125,4.78571428571429,5
"P_M_nigel_farage.png",5.47058823529412,5.57142857142857,5.64285714285714,5.5,5.46153846153846,5.11111111111111,5.05555555555556,5.38888888888889,5.16666666666667,5.23529411764706,5.05263157894737,5.26315789473684,5.36842105263158,4.8125,4.55555555555556,4.9375,4.125,NA,5.2,3.77777777777778
"P_M_Sajid_Javid.png",5.23076923076923,5.25,5.16666666666667,4.92857142857143,5.16666666666667,5.07142857142857,5,5.35714285714286,5.42857142857143,5.46153846153846,5,5.53333333333333,5.46666666666667,5.35714285714286,5.5,5.28571428571429,4.78571428571429,5.2,NA,5.35714285714286
"P_M_Tony_Blair.png",5.76470588235294,4.57142857142857,4.42857142857143,5.5,4.53846153846154,4.88888888888889,4.77777777777778,5.66666666666667,4.11111111111111,4.64705882352941,5.22222222222222,4.38888888888889,4.16666666666667,4.375,4.70588235294118,3.93333333333333,5,3.77777777777778,5.35714285714286,NA
