"","E_F_angelina_jolie.jpg","E_F_jennifer_aniston.jpg","E_F_Judi_Dench.jpg","E_F_Kate_Winslet.jpg","E_F_keira_knightley.jpg","E_F_sandra_bullock.jpg","E_M_Hugh_Grant.jpg","E_M_michael_caine.jpg","E_M_nicolas_cage.jpg","E_M_robert_de_niro.jpg","E_M_tom_hankes.jpg","P_F_hillary_clinton.jpg","P_F_nicola_sturgeon.jpg","P_F_tehresy_may.jpg","P_M_bill_clinton.jpg","P_M_boris_johnson.jpg","P_M_david_cameron.jpg","P_M_donald_trump.jpg","P_M_george_Wbush.jpg","P_M_Tony_Blair.jpg"
"E_F_angelina_jolie.jpg",NA,-1.04854912114048,-0.642022357745734,-1.03658185661961,-1.15967265582401,-1.19875980626952,-0.35616533898297,0.0357388724641564,-0.197633346030637,0.103976339711686,-0.321910097509011,-0.357534965235253,0.402996859786281,0.514818885519156,0.684666355496149,0.89392325818606,0.60571835194327,0.912076880952812,0.598026483156289,0.74331453326749
"E_F_jennifer_aniston.jpg",-1.04854912114048,NA,-0.527508132419495,-0.885555128507771,-0.80942347701723,-1.29415073172886,-0.0542818523264959,0.0267086269800537,-0.17559398442094,0.212208393314048,-0.100838442725936,-0.187599446351957,0.488735663136362,0.592149161587003,0.848994080470676,0.66823723329447,0.671096010937473,0.957749100153703,0.552105701944642,0.736327868232564
"E_F_Judi_Dench.jpg",-0.642022357745734,-0.527508132419495,NA,-0.760266662353688,-0.209594160879865,-0.126402012284452,-0.307123028627936,-0.409387587888935,0.0193212198191892,-0.33232523474066,-0.232949212241718,-0.0801651475730585,0.0308213783503242,0.0082000777915947,0.586787197052945,0.41677415763004,0.386373418428876,0.726132627354439,0.444710371269629,0.373024829800444
"E_F_Kate_Winslet.jpg",-1.03658185661961,-0.885555128507771,-0.760266662353688,NA,-1.08981348605454,-0.929619660154939,-0.153102473855365,-0.0905798707079331,-0.0217476346755189,0.0676914958217954,-0.43375155371612,-0.242649706711806,0.583362645224704,0.770522421448809,0.302600947070986,0.525717179189239,0.522610486135905,0.884233894280867,0.67496811737787,0.815979225882943
"E_F_keira_knightley.jpg",-1.15967265582401,-0.80942347701723,-0.209594160879865,-1.08981348605454,NA,-1.14099566977542,-0.397396975069022,-0.23017428411232,0.0163662032441505,0.290725894056303,0.105238976552686,0.576650913508155,0.426120143864773,0.664361447440622,0.622435050692516,0.803133637260879,0.467530200788545,1.10434080505502,0.79887089662463,0.566997334719816
"E_F_sandra_bullock.jpg",-1.19875980626952,-1.29415073172886,-0.126402012284452,-0.929619660154939,-1.14099566977542,NA,-0.607694604026054,0.0228129719148438,-0.378514824832909,-0.00217918013201359,-0.414273076218909,0.053695099547437,0.346923193590663,0.898790393520339,0.949748306448167,0.98837264008079,0.521266975984867,1.19075371886725,0.898356550689086,0.949583409401849
"E_M_Hugh_Grant.jpg",-0.35616533898297,-0.0542818523264959,-0.307123028627936,-0.153102473855365,-0.397396975069022,-0.607694604026054,NA,-0.338887313904231,-0.59386200732928,-0.599454321834707,-0.543034226921453,0.609850895639204,0.546391955075739,0.535848362957854,-0.160028740737358,0.447210384068722,-0.41358847820278,0.989150991525492,0.410718715727447,-0.200017170429825
"E_M_michael_caine.jpg",0.0357388724641564,0.0267086269800537,-0.409387587888935,-0.0905798707079331,-0.23017428411232,0.0228129719148438,-0.338887313904231,NA,-0.450805368341413,-0.690469110979022,-0.456603868709748,0.415199642291522,0.671079602791324,0.18902600980443,-0.0314656839722311,-0.0255415418612619,0.194799170069391,0.462938761226183,0.264486335786809,0.124115600505244
"E_M_nicolas_cage.jpg",-0.197633346030637,-0.17559398442094,0.0193212198191892,-0.0217476346755189,0.0163662032441505,-0.378514824832909,-0.59386200732928,-0.450805368341413,NA,-0.978112919529599,-0.895613678177478,0.636533328649489,0.840438966455947,0.864689603303007,0.208099024153086,0.691789106200926,0.280046194655277,0.317914734569982,-0.0751739842197679,0.233062625707061
"E_M_robert_de_niro.jpg",0.103976339711686,0.212208393314048,-0.33232523474066,0.0676914958217954,0.290725894056303,-0.00217918013201359,-0.599454321834707,-0.690469110979022,-0.978112919529599,NA,-0.747525367998401,0.538732808989286,0.185019252589961,0.398012197476243,-0.0459095567943111,0.233809938024561,0.221080590042416,0.626698537630706,0.0381194226705283,-0.0474284374968507
