"","E_F_angelina_jolie.jpg","E_F_jennifer_aniston.jpg","E_F_Judi_Dench.jpg","E_F_Kate_Winslet.jpg","E_F_keira_knightley.jpg","E_F_sandra_bullock.jpg","E_M_Hugh_Grant.jpg","E_M_michael_caine.jpg","E_M_nicolas_cage.jpg","E_M_robert_de_niro.jpg","E_M_tom_hankes.jpg","P_F_hillary_clinton.jpg","P_F_nicola_sturgeon.jpg","P_F_tehresy_may.jpg","P_M_bill_clinton.jpg","P_M_boris_johnson.jpg","P_M_david_cameron.jpg","P_M_donald_trump.jpg","P_M_george_Wbush.jpg","P_M_Tony_Blair.jpg"
"E_F_angelina_jolie.jpg",NA,2.27777777777778,3,2.41176470588235,2.23529411764706,2.125,3.41176470588235,3.9375,3.625,4,3.41176470588235,3.58333333333333,4.61538461538461,4.88888888888889,5.06666666666667,5.44444444444444,5,5.44444444444444,5,5.23529411764706
"E_F_jennifer_aniston.jpg",2.27777777777778,NA,3.05882352941176,2.58823529411765,2.72222222222222,2.0625,3.82352941176471,3.88235294117647,3.64705882352941,4.2,3.77777777777778,3.76923076923077,4.71428571428571,4.94736842105263,5.25,5.10526315789474,5.05263157894737,5.47368421052632,4.94736842105263,5.16666666666667
"E_F_Judi_Dench.jpg",3,3.05882352941176,NA,2.75,3.58823529411765,3.53333333333333,3.64705882352941,3.375,3.9375,3.64285714285714,3.58823529411765,4.07692307692308,4.28571428571429,4.22222222222222,5,4.77777777777778,4.77777777777778,5.22222222222222,4.88888888888889,4.70588235294118
"E_F_Kate_Winslet.jpg",2.41176470588235,2.58823529411765,2.75,NA,2.29411764705882,2.53333333333333,3.625,3.75,3.8125,4,3.23529411764706,3.83333333333333,4.83333333333333,5.17647058823529,4.66666666666667,4.94117647058824,4.88235294117647,5.41176470588235,5.11764705882353,5.1875
"E_F_keira_knightley.jpg",2.23529411764706,2.72222222222222,3.58823529411765,2.29411764705882,NA,2.26666666666667,3.41176470588235,3.72222222222222,4,4.375,4.05263157894737,4.92857142857143,4.71428571428571,5.10526315789474,5.05882352941176,5.36842105263158,4.89473684210526,5.73684210526316,5.31578947368421,5
"E_F_sandra_bullock.jpg",2.125,2.0625,3.53333333333333,2.53333333333333,2.26666666666667,NA,3.06666666666667,3.8,3.33333333333333,3.92307692307692,3.2,4.1,4.58333333333333,5.375,5.38461538461539,5.5,4.9375,5.75,5.375,5.46666666666667
"E_M_Hugh_Grant.jpg",3.41176470588235,3.82352941176471,3.64705882352941,3.625,3.41176470588235,3.06666666666667,NA,3.5625,3.25,3.26666666666667,3.11764705882353,5.16666666666667,5.07692307692308,5,4.13333333333333,4.66666666666667,3.61111111111111,5.44444444444444,4.77777777777778,3.94117647058824
"E_M_michael_caine.jpg",3.9375,3.88235294117647,3.375,3.75,3.72222222222222,3.8,3.5625,NA,3.27777777777778,3,3.44444444444444,4.92307692307692,5.07142857142857,4.5,4.3125,4.22222222222222,4.44444444444444,4.77777777777778,4.61111111111111,4.41176470588235
"E_M_nicolas_cage.jpg",3.625,3.64705882352941,3.9375,3.8125,4,3.33333333333333,3.25,3.27777777777778,NA,2.625,2.61111111111111,5.15384615384615,5.35714285714286,5.5,4.5,5.11111111111111,4.55555555555556,4.72222222222222,4.16666666666667,4.41176470588235
"E_M_robert_de_niro.jpg",4,4.2,3.64285714285714,4,4.375,3.92307692307692,3.26666666666667,3,2.625,NA,2.875,5.09090909090909,4.46153846153846,4.8125,4.28571428571429,4.5625,4.5,5,4.25,4.1875
"E_M_tom_hankes.jpg",3.41176470588235,3.77777777777778,3.58823529411765,3.23529411764706,4.05263157894737,3.2,3.11764705882353,3.44444444444444,2.61111111111111,2.875,NA,4.64285714285714,4.71428571428571,5.15789473684211,4.11764705882353,4.78947368421053,4.47368421052632,4.84210526315789,4.47368421052632,4.22222222222222
"P_F_hillary_clinton.jpg",3.58333333333333,3.76923076923077,4.07692307692308,3.83333333333333,4.92857142857143,4.1,5.16666666666667,4.92307692307692,5.15384615384615,5.09090909090909,4.64285714285714,NA,2.63636363636364,2.71428571428571,2.92307692307692,3.21428571428571,3.35714285714286,3.64285714285714,3.57142857142857,3
"P_F_nicola_sturgeon.jpg",4.61538461538461,4.71428571428571,4.28571428571429,4.83333333333333,4.71428571428571,4.58333333333333,5.07692307692308,5.07142857142857,5.35714285714286,4.46153846153846,4.71428571428571,2.63636363636364,NA,2.66666666666667,3.61538461538462,3.6,3.53333333333333,4.2,3.33333333333333,3.13333333333333
"P_F_tehresy_may.jpg",4.88888888888889,4.94736842105263,4.22222222222222,5.17647058823529,5.10526315789474,5.375,5,4.5,5.5,4.8125,5.15789473684211,2.71428571428571,2.66666666666667,NA,3.11764705882353,3.05,3,3.25,3.4,3.15789473684211
"P_M_bill_clinton.jpg",5.06666666666667,5.25,5,4.66666666666667,5.05882352941176,5.38461538461539,4.13333333333333,4.3125,4.5,4.28571428571429,4.11764705882353,2.92307692307692,3.61538461538462,3.11764705882353,NA,2.70588235294118,3.05882352941176,3.52941176470588,3.17647058823529,2.4375
"P_M_boris_johnson.jpg",5.44444444444444,5.10526315789474,4.77777777777778,4.94117647058824,5.36842105263158,5.5,4.66666666666667,4.22222222222222,5.11111111111111,4.5625,4.78947368421053,3.21428571428571,3.6,3.05,2.70588235294118,NA,2.7,2.3,2.7,3
"P_M_david_cameron.jpg",5,5.05263157894737,4.77777777777778,4.88235294117647,4.89473684210526,4.9375,3.61111111111111,4.44444444444444,4.55555555555556,4.5,4.47368421052632,3.35714285714286,3.53333333333333,3,3.05882352941176,2.7,NA,2.95,2.55,2.89473684210526
"P_M_donald_trump.jpg",5.44444444444444,5.47368421052632,5.22222222222222,5.41176470588235,5.73684210526316,5.75,5.44444444444444,4.77777777777778,4.72222222222222,5,4.84210526315789,3.64285714285714,4.2,3.25,3.52941176470588,2.3,2.95,NA,2.6,3.31578947368421
"P_M_george_Wbush.jpg",5,4.94736842105263,4.88888888888889,5.11764705882353,5.31578947368421,5.375,4.77777777777778,4.61111111111111,4.16666666666667,4.25,4.47368421052632,3.57142857142857,3.33333333333333,3.4,3.17647058823529,2.7,2.55,2.6,NA,2.15789473684211
