"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","condition","pair"
NA,"P_M_keir_starmer.png","P_M_Gordon_Brown.png",NA,NA,NA,NA,NA,0.4147097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_Gordon_Brown.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","P_F_Theresa_May.png",NA,NA,NA,NA,NA,0.4288824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_Theresa_May.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_M_Russell_Howard.png",NA,NA,NA,NA,NA,0.46381146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Russell_Howard.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_M_Peter_Kay.png",NA,NA,NA,NA,NA,0.307728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Peter_Kay.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_M_Simon_Pegg.png",NA,NA,NA,NA,NA,0.4483079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Simon_Pegg.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","P_M_nigel_farage.png",NA,NA,NA,NA,NA,0.3872251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_keir_starmer.png P_M_nigel_farage.png"
NA,"P_M_keir_starmer.png","P_M_Michael_Gove.png",NA,NA,NA,NA,NA,0.3869237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_keir_starmer.png P_M_Michael_Gove.png"
NA,"P_M_keir_starmer.png","P_F_nicola_sturge.png",NA,NA,NA,NA,NA,0.40725213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_nicola_sturge.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_F_Sarah_Millican.png",NA,NA,NA,NA,NA,0.4720485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Sarah_Millican.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_M_Ewan_McGregor.png",NA,NA,NA,NA,NA,0.4162639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Ewan_McGregor.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","P_M_jeremy_corbyn.png",NA,NA,NA,NA,NA,0.4182643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_jeremy_corbyn.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","P_M_Tony_Blair.png",NA,NA,NA,NA,NA,0.3910134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_keir_starmer.png P_M_Tony_Blair.png"
NA,"P_M_keir_starmer.png","P_M_Sajid_Javid.png",NA,NA,NA,NA,NA,0.4206063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_keir_starmer.png P_M_Sajid_Javid.png"
NA,"P_M_keir_starmer.png","E_F_Dawn_Roma_French.png",NA,NA,NA,NA,NA,0.4275444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Dawn_Roma_French.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_F_Jennifer_Saunders.png",NA,NA,NA,NA,NA,0.45169795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Jennifer_Saunders.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_M_Michael_McIntyr.png",NA,NA,NA,NA,NA,0.4485476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Michael_McIntyr.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","P_M_david_camer.png",NA,NA,NA,NA,NA,0.40309924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_david_camer.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_M_Jimmy_Carr.png",NA,NA,NA,NA,NA,0.3651695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Jimmy_Carr.png P_M_keir_starmer.png"
NA,"P_M_keir_starmer.png","E_F_Julie_Walters.png",NA,NA,NA,NA,NA,0.56799755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Julie_Walters.png P_M_keir_starmer.png"
NA,"P_M_Gordon_Brown.png","P_F_Theresa_May.png",NA,NA,NA,NA,NA,0.3751794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_Theresa_May.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_M_Russell_Howard.png",NA,NA,NA,NA,NA,0.3535327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Russell_Howard.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_M_Peter_Kay.png",NA,NA,NA,NA,NA,0.2350698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Peter_Kay.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_M_Simon_Pegg.png",NA,NA,NA,NA,NA,0.3753366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Simon_Pegg.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","P_M_nigel_farage.png",NA,NA,NA,NA,NA,0.3980483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_Gordon_Brown.png P_M_nigel_farage.png"
NA,"P_M_Gordon_Brown.png","P_M_Michael_Gove.png",NA,NA,NA,NA,NA,0.4033037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_Gordon_Brown.png P_M_Michael_Gove.png"
NA,"P_M_Gordon_Brown.png","P_F_nicola_sturge.png",NA,NA,NA,NA,NA,0.32641345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_nicola_sturge.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_F_Sarah_Millican.png",NA,NA,NA,NA,NA,0.3355109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Sarah_Millican.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_M_Ewan_McGregor.png",NA,NA,NA,NA,NA,0.317084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Ewan_McGregor.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png",NA,NA,NA,NA,NA,0.2407223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_Gordon_Brown.png P_M_jeremy_corbyn.png"
NA,"P_M_Gordon_Brown.png","P_M_Tony_Blair.png",NA,NA,NA,NA,NA,0.3069487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_Gordon_Brown.png P_M_Tony_Blair.png"
NA,"P_M_Gordon_Brown.png","P_M_Sajid_Javid.png",NA,NA,NA,NA,NA,0.4249842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_Gordon_Brown.png P_M_Sajid_Javid.png"
NA,"P_M_Gordon_Brown.png","E_F_Dawn_Roma_French.png",NA,NA,NA,NA,NA,0.456061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Dawn_Roma_French.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_F_Jennifer_Saunders.png",NA,NA,NA,NA,NA,0.3984896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Jennifer_Saunders.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_M_Michael_McIntyr.png",NA,NA,NA,NA,NA,0.3191804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Michael_McIntyr.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","P_M_david_camer.png",NA,NA,NA,NA,NA,0.28227836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_M_david_camer.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_M_Jimmy_Carr.png",NA,NA,NA,NA,NA,0.28159374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Jimmy_Carr.png P_M_Gordon_Brown.png"
NA,"P_M_Gordon_Brown.png","E_F_Julie_Walters.png",NA,NA,NA,NA,NA,0.4433619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Julie_Walters.png P_M_Gordon_Brown.png"
NA,"P_F_Theresa_May.png","E_M_Russell_Howard.png",NA,NA,NA,NA,NA,0.4838321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Russell_Howard.png P_F_Theresa_May.png"
NA,"P_F_Theresa_May.png","E_M_Peter_Kay.png",NA,NA,NA,NA,NA,0.38118774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Peter_Kay.png P_F_Theresa_May.png"
NA,"P_F_Theresa_May.png","E_M_Simon_Pegg.png",NA,NA,NA,NA,NA,0.50762025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Simon_Pegg.png P_F_Theresa_May.png"
NA,"P_F_Theresa_May.png","P_M_nigel_farage.png",NA,NA,NA,NA,NA,0.27342033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_Theresa_May.png P_M_nigel_farage.png"
NA,"P_F_Theresa_May.png","P_M_Michael_Gove.png",NA,NA,NA,NA,NA,0.26041466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_Theresa_May.png P_M_Michael_Gove.png"
NA,"P_F_Theresa_May.png","P_F_nicola_sturge.png",NA,NA,NA,NA,NA,0.23100847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_nicola_sturge.png P_F_Theresa_May.png"
NA,"P_F_Theresa_May.png","E_F_Sarah_Millican.png",NA,NA,NA,NA,NA,0.2933684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Sarah_Millican.png P_F_Theresa_May.png"
NA,"P_F_Theresa_May.png","E_M_Ewan_McGregor.png",NA,NA,NA,NA,NA,0.4256724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_M_Ewan_McGregor.png P_F_Theresa_May.png"
NA,"P_F_Theresa_May.png","P_M_jeremy_corbyn.png",NA,NA,NA,NA,NA,0.419259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_Theresa_May.png P_M_jeremy_corbyn.png"
NA,"P_F_Theresa_May.png","P_M_Tony_Blair.png",NA,NA,NA,NA,NA,0.2619818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_Theresa_May.png P_M_Tony_Blair.png"
NA,"P_F_Theresa_May.png","P_M_Sajid_Javid.png",NA,NA,NA,NA,NA,0.42592525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","P_F_Theresa_May.png P_M_Sajid_Javid.png"
NA,"P_F_Theresa_May.png","E_F_Dawn_Roma_French.png",NA,NA,NA,NA,NA,0.4080342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Dawn_Roma_French.png P_F_Theresa_May.png"
NA,"P_F_Theresa_May.png","E_F_Jennifer_Saunders.png",NA,NA,NA,NA,NA,0.31446064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP_nonTyp","E_F_Jennifer_Saunders.png P_F_Theresa_May.png"
