RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
5749,E_F_Julie_Walters(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
4159,E_M_Jimmy_Carr(12).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2560,P_M_keir_starmer(9).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2607,E_M_Jimmy_Carr(12).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1860,E_F_Dawn_Roma(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1654,P_F_nicola_sturge(17).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1965,E_M_Peter_Kay(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1824,E_M_Russell_Howard(20).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1942,E_M_Jimmy_Carr(12).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1890,E_F_Sarah_Millican(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1482,E_F_Julie_Walters(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1632,E_M_Michael_McIntyr(7).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1778,E_M_Ewan_McGregor(15).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1757,E_M_Simon_Pegg(24).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1605,E_M_Ewan_McGregor(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1494,E_F_Julie_Walters(15).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1591,E_F_Dawn_Roma(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1621,E_M_Peter_Kay(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1345,P_F_Theresa_May(16).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1790,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
4604,P_M_jeremy_corbyn(10).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1664,P_F_Theresa_May(16).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2876,E_M_Ewan_McGregor(15).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1498,P_F_nicola_sturge(17).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1626,E_M_Ewan_McGregor(15).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1416,E_M_Michael_McIntyr(7).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1435,P_F_nicola_sturge(17).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1630,E_F_Jennifer_Saunders(21).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1643,E_F_Sarah_Millican(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1773,P_M_jeremy_corbyn(10).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1864,E_M_Jimmy_Carr(12).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2246,E_M_Ewan_McGregor(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1756,E_M_Ewan_McGregor(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1437,E_M_Michael_McIntyr(7).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1670,E_F_Jennifer_Saunders(21).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1870,E_M_Jimmy_Carr(12).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2013,E_M_Russell_Howard(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1616,E_M_Peter_Kay(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1631,E_M_Ewan_McGregor(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1410,P_F_nicola_sturge(17).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1574,E_M_Michael_McIntyr(7).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2673,E_F_Julie_Walters(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1638,E_M_Michael_McIntyr(7).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1680,P_M_Gordon_Brown(14).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2763,E_F_Jennifer_Saunders(21).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1632,E_M_Jimmy_Carr(12).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1597,E_F_Jennifer_Saunders(21).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1503,E_F_Dawn_Roma(22).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1446,E_F_Sarah_Millican(22).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1928,E_M_Peter_Kay(20).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1804,E_M_Russell_Howard(20).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1598,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1878,E_M_Jimmy_Carr(12).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1394,P_F_Theresa_May(16).png,P_M_david_camer(18).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1779,E_F_Jennifer_Saunders(21).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1978,E_M_Peter_Kay(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2398,E_F_Sarah_Millican(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1668,E_M_Ewan_McGregor(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1426,E_F_Jennifer_Saunders(21).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1526,P_F_Theresa_May(16).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2039,E_F_Julie_Walters(15).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1659,E_M_Ewan_McGregor(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1443,P_F_nicola_sturge(17).png,P_F_Theresa_May(16).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1551,E_F_Dawn_Roma(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1432,E_F_Dawn_Roma(22).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
2995,E_F_Dawn_Roma(22).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1907,E_F_Dawn_Roma(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
1660,P_M_keir_starmer(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b200bbd325d600001c041c0,"10/17/2022, 10:06:53"
