RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2053,P_M_Gordon_Brown(14).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
6544,E_F_Jennifer_Saunders(21).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
7886,P_F_nicola_sturge(17).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
4614,E_F_Jennifer_Saunders(21).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
4175,P_F_Theresa_May(16).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3424,E_M_Peter_Kay(20).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
5096,E_M_Peter_Kay(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2517,E_F_Sarah_Millican(22).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3059,E_M_Peter_Kay(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2517,E_M_Michael_McIntyr(7).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
4973,E_F_Dawn_Roma(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2949,E_M_Simon_Pegg(24).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
1980,E_F_Sarah_Millican(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2301,E_M_Ewan_McGregor(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2047,P_M_keir_starmer(9).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
1904,E_F_Sarah_Millican(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2825,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2629,E_M_Ewan_McGregor(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3004,E_M_Russell_Howard(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2185,E_M_Jimmy_Carr(12).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2214,P_M_david_camer(18).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2519,E_F_Dawn_Roma(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3177,E_F_Sarah_Millican(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2392,E_F_Julie_Walters(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
1921,E_M_Russell_Howard(20).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3167,E_F_Jennifer_Saunders(21).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3315,E_M_Peter_Kay(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2094,E_M_Russell_Howard(20).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2062,E_F_Jennifer_Saunders(21).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
4335,E_M_Simon_Pegg(24).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3018,P_F_nicola_sturge(17).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3378,P_F_Theresa_May(16).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2185,E_F_Julie_Walters(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2345,P_M_Sajid_Javid(12).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2484,E_F_Julie_Walters(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2742,E_M_Peter_Kay(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2333,P_M_jeremy_corbyn(10).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2834,E_F_Dawn_Roma(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
7097,E_F_Jennifer_Saunders(21).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2546,E_F_Dawn_Roma(22).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3655,E_F_Julie_Walters(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2293,P_M_david_camer(18).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2415,E_M_Ewan_McGregor(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
5937,E_F_Julie_Walters(15).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2594,E_M_Jimmy_Carr(12).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2237,P_M_nigel_farage(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2088,E_F_Jennifer_Saunders(21).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2119,E_M_Jimmy_Carr(12).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3276,E_M_Jimmy_Carr(12).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2122,E_F_Julie_Walters(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3279,E_M_Michael_McIntyr(7).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
4469,P_M_david_camer(18).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
3189,E_F_Julie_Walters(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
5288,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
2537,E_M_Peter_Kay(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
file,isFamiliar,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_keir_starmer(9).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_M_Peter_Kay(20).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_Sajid_Javid(12).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_F_Dawn_Roma(22).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_F_Theresa_May(16).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_M_Simon_Pegg(24).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_M_Jimmy_Carr(12).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_Michael_Gove(3).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_jeremy_corbyn(10).png,0,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_F_Jennifer_Saunders(21).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_M_Michael_McIntyr(7).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_Tony_Blair(12).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_F_Julie_Walters(15).png,0,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_nigel_farage(9).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_F_nicola_sturge(17).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_M_Russell_Howard(20).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_F_Sarah_Millican(22).png,0,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
E_M_Ewan_McGregor(15).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_david_camer(18).png,1,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
P_M_Gordon_Brown(14).png,0,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
age: 31,gender: Female,handedness: left,5c9322e9d2c77700010668b3,"10/17/2022, 10:17:19"
