RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5823,E_M_Ewan_McGregor(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
3000,E_F_Jennifer_Saunders(21).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5233,P_M_Michael_Gove(3).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
2976,E_M_Simon_Pegg(24).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4503,E_M_Ewan_McGregor(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5841,E_M_Simon_Pegg(24).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5329,P_M_nigel_farage(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4407,E_M_Peter_Kay(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
6972,E_M_Russell_Howard(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4728,E_M_Peter_Kay(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5136,P_M_david_camer(18).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
3393,E_F_Dawn_Roma(22).png,E_F_Jennifer_Saunders(21).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
3508,E_M_Michael_McIntyr(7).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
2634,E_M_Jimmy_Carr(12).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
3422,E_M_Michael_McIntyr(7).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
3015,E_M_Michael_McIntyr(7).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
6183,E_M_Russell_Howard(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5386,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5574,P_F_Theresa_May(16).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
3618,P_M_jeremy_corbyn(10).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
6059,P_F_nicola_sturge(17).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4560,E_M_Michael_McIntyr(7).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4939,E_F_Julie_Walters(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4108,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4302,E_M_Michael_McIntyr(7).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
4151,E_F_Sarah_Millican(22).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
3361,E_F_Jennifer_Saunders(21).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
5901,E_F_Jennifer_Saunders(21).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
file,isFamiliar,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_M_Simon_Pegg(24).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_F_Theresa_May(16).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_Michael_Gove(3).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_jeremy_corbyn(10).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_M_Michael_McIntyr(7).png,0,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_Gordon_Brown(14).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_Tony_Blair(12).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_david_camer(18).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_M_Peter_Kay(20).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_F_nicola_sturge(17).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_F_Julie_Walters(15).png,0,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_M_Russell_Howard(20).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_nigel_farage(9).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_Sajid_Javid(12).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_M_Jimmy_Carr(12).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_F_Jennifer_Saunders(21).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_F_Dawn_Roma(22).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
P_M_keir_starmer(9).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_M_Ewan_McGregor(15).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
E_F_Sarah_Millican(22).png,1,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
age: 34,gender: Male,handedness: right,5f1cb4def7935c56da910b1e,"10/17/2022, 10:16:56"
