RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5884,E_M_Michael_McIntyr(7).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
7991,E_F_Sarah_Millican(22).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4196,P_F_nicola_sturge(17).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4076,E_M_Jimmy_Carr(12).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3301,E_F_Dawn_Roma(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4390,E_F_Julie_Walters(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4890,P_F_nicola_sturge(17).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3178,E_M_Simon_Pegg(24).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5834,E_M_Russell_Howard(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3484,E_F_Dawn_Roma(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4091,E_M_Peter_Kay(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
2622,E_F_Sarah_Millican(22).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3656,E_M_Russell_Howard(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
2403,P_M_david_camer(18).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
6432,E_M_Peter_Kay(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
8926,E_M_Ewan_McGregor(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
7256,E_M_Ewan_McGregor(15).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3696,E_F_Jennifer_Saunders(21).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
7230,E_F_Dawn_Roma(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4333,E_M_Ewan_McGregor(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4285,P_F_nicola_sturge(17).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
2627,E_M_Ewan_McGregor(15).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5480,E_F_Julie_Walters(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
6204,E_M_Jimmy_Carr(12).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
9994,E_F_Julie_Walters(15).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
6600,E_M_Michael_McIntyr(7).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3357,E_F_Jennifer_Saunders(21).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
6343,E_F_Julie_Walters(15).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4867,P_F_nicola_sturge(17).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3651,P_M_jeremy_corbyn(10).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3368,E_F_Dawn_Roma(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5660,E_M_Ewan_McGregor(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
7729,E_F_Dawn_Roma(22).png,E_F_Jennifer_Saunders(21).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4933,E_M_Peter_Kay(20).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
9425,E_F_Julie_Walters(15).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
6141,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
11671,P_F_Theresa_May(16).png,P_M_david_camer(18).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3260,E_M_Michael_McIntyr(7).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4626,E_F_Julie_Walters(15).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3544,E_F_Jennifer_Saunders(21).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4286,E_F_Jennifer_Saunders(21).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5868,P_F_nicola_sturge(17).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3555,E_M_Jimmy_Carr(12).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
10899,P_M_keir_starmer(9).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
7083,E_M_Russell_Howard(20).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5447,E_F_Jennifer_Saunders(21).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
6838,E_F_Jennifer_Saunders(21).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3431,E_M_Jimmy_Carr(12).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4070,P_F_Theresa_May(16).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4157,E_F_Julie_Walters(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
2313,E_F_Sarah_Millican(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5122,E_F_Dawn_Roma(22).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3243,E_F_Jennifer_Saunders(21).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5639,E_F_Dawn_Roma(22).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3681,P_M_jeremy_corbyn(10).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
2290,E_M_Simon_Pegg(24).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
6506,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
2656,E_F_Julie_Walters(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
2791,E_F_Jennifer_Saunders(21).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3560,E_F_Julie_Walters(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5754,P_F_Theresa_May(16).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3318,P_M_Sajid_Javid(12).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
7548,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5441,E_M_Russell_Howard(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5101,E_F_Julie_Walters(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
11997,E_F_Jennifer_Saunders(21).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
4310,E_M_Peter_Kay(20).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
5567,P_M_Gordon_Brown(14).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
3979,E_F_Sarah_Millican(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cf8cc7e95c070001721db8d,"10/17/2022, 10:17:16"
