RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
3987,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
2954,E_M_Russell_Howard(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
file,isFamiliar,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_M_Ewan_McGregor(15).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_Michael_Gove(3).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_F_Jennifer_Saunders(21).png,0,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_F_Dawn_Roma(22).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_Gordon_Brown(14).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_M_Peter_Kay(20).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_Tony_Blair(12).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_M_Jimmy_Carr(12).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_M_Simon_Pegg(24).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_david_camer(18).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_Sajid_Javid(12).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_jeremy_corbyn(10).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_F_Sarah_Millican(22).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_keir_starmer(9).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_M_nigel_farage(9).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_F_Theresa_May(16).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_M_Michael_McIntyr(7).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_F_Julie_Walters(15).png,0,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
E_M_Russell_Howard(20).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
P_F_nicola_sturge(17).png,1,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
age: 28,gender: Male,handedness: left,62850a9d45988f3a749581e0,"10/17/2022, 10:11:12"
