RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2262,E_M_Peter_Kay(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2118,E_F_Jennifer_Saunders(21).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2034,E_M_Ewan_McGregor(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2777,E_M_Ewan_McGregor(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3059,E_F_Dawn_Roma(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2400,E_M_Jimmy_Carr(12).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2062,E_F_Jennifer_Saunders(21).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
4597,E_M_Peter_Kay(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
4024,P_F_Theresa_May(16).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3476,E_M_Russell_Howard(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2708,E_F_Julie_Walters(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
6472,E_M_Jimmy_Carr(12).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3460,E_F_Jennifer_Saunders(21).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2365,E_F_Jennifer_Saunders(21).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2538,E_M_Ewan_McGregor(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
4303,E_F_Dawn_Roma(22).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3201,E_F_Jennifer_Saunders(21).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3685,P_M_nigel_farage(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2021,E_F_Julie_Walters(15).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2607,P_F_Theresa_May(16).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2206,E_F_Jennifer_Saunders(21).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2011,E_F_Julie_Walters(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2569,E_M_Simon_Pegg(24).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2504,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3583,E_M_Simon_Pegg(24).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2279,P_F_Theresa_May(16).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2609,E_M_Ewan_McGregor(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3065,E_M_Jimmy_Carr(12).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2816,E_F_Jennifer_Saunders(21).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2609,P_M_Michael_Gove(3).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2991,E_F_Julie_Walters(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3751,E_F_Jennifer_Saunders(21).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2225,E_M_Jimmy_Carr(12).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
4086,E_F_Jennifer_Saunders(21).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2150,E_M_Simon_Pegg(24).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2266,E_F_Sarah_Millican(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2214,P_M_david_camer(18).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2721,E_F_Jennifer_Saunders(21).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2108,E_M_Michael_McIntyr(7).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2140,E_F_Jennifer_Saunders(21).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2746,E_F_Jennifer_Saunders(21).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2051,E_F_Dawn_Roma(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2672,E_M_Jimmy_Carr(12).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
1907,E_M_Jimmy_Carr(12).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2692,E_M_Peter_Kay(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3474,P_M_keir_starmer(9).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
1966,E_F_Dawn_Roma(22).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
1749,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3439,E_F_Dawn_Roma(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2443,E_M_Russell_Howard(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3252,P_F_Theresa_May(16).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3051,P_F_nicola_sturge(17).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3038,E_M_Ewan_McGregor(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3135,P_M_jeremy_corbyn(10).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2247,E_M_Simon_Pegg(24).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
4323,E_M_Jimmy_Carr(12).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
1873,E_F_Dawn_Roma(22).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
3015,E_F_Julie_Walters(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2496,P_F_nicola_sturge(17).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2968,E_F_Jennifer_Saunders(21).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
2904,E_M_Peter_Kay(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
file,isFamiliar,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_F_Sarah_Millican(22).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_F_Julie_Walters(15).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_M_Russell_Howard(20).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_M_Simon_Pegg(24).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_jeremy_corbyn(10).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_Sajid_Javid(12).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_F_Theresa_May(16).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_Gordon_Brown(14).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_M_Ewan_McGregor(15).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_Michael_Gove(3).png,0,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_M_Michael_McIntyr(7).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_F_Dawn_Roma(22).png,0,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_Tony_Blair(12).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_M_Jimmy_Carr(12).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_keir_starmer(9).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_nigel_farage(9).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_F_Jennifer_Saunders(21).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
E_M_Peter_Kay(20).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_F_nicola_sturge(17).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
P_M_david_camer(18).png,1,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
age: 28,gender: Female,handedness: right,6107d47aa8809d6bd6ac6a07,"10/17/2022, 09:08:58"
