RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1835,P_M_Michael_Gove(3).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
4963,E_M_Jimmy_Carr(12).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3354,E_F_Dawn_Roma(22).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1431,E_F_Jennifer_Saunders(21).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2828,P_F_Theresa_May(16).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1751,E_F_Dawn_Roma(22).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1454,P_M_Gordon_Brown(14).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2178,E_F_Sarah_Millican(22).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2351,E_F_Dawn_Roma(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
4116,E_M_Simon_Pegg(24).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3173,E_F_Jennifer_Saunders(21).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3258,P_M_keir_starmer(9).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2130,E_M_Peter_Kay(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
4733,E_M_Russell_Howard(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2743,E_M_Ewan_McGregor(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
5295,E_F_Jennifer_Saunders(21).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2080,E_F_Dawn_Roma(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2214,E_F_Jennifer_Saunders(21).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
7665,E_F_Jennifer_Saunders(21).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1967,E_F_Jennifer_Saunders(21).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1643,E_M_Michael_McIntyr(7).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3407,E_M_Jimmy_Carr(12).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2824,E_F_Jennifer_Saunders(21).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1592,E_F_Julie_Walters(15).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3703,P_M_nigel_farage(9).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1484,E_F_Julie_Walters(15).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2199,E_M_Russell_Howard(20).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2311,E_M_Simon_Pegg(24).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2239,E_F_Jennifer_Saunders(21).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2351,E_F_Sarah_Millican(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3400,P_M_Gordon_Brown(14).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1992,P_F_Theresa_May(16).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
4004,E_M_Ewan_McGregor(15).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3254,E_F_Sarah_Millican(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1927,E_F_Jennifer_Saunders(21).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3295,E_F_Dawn_Roma(22).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1863,E_F_Dawn_Roma(22).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3967,E_F_Dawn_Roma(22).png,E_F_Julie_Walters(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2025,E_M_Ewan_McGregor(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2847,P_M_david_camer(18).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2117,E_M_Peter_Kay(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1703,E_M_Simon_Pegg(24).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1647,E_M_Russell_Howard(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1871,P_M_Michael_Gove(3).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3050,E_M_Michael_McIntyr(7).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1402,E_F_Dawn_Roma(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1487,E_M_Michael_McIntyr(7).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2327,E_F_Julie_Walters(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1948,P_F_nicola_sturge(17).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2023,P_F_nicola_sturge(17).png,P_M_david_camer(18).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2270,E_M_Jimmy_Carr(12).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
3308,E_F_Julie_Walters(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1606,E_F_Sarah_Millican(22).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1333,P_F_nicola_sturge(17).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
2482,P_F_Theresa_May(16).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
1700,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
file,isFamiliar,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_F_Jennifer_Saunders(21).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_jeremy_corbyn(10).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_M_Russell_Howard(20).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_M_Michael_McIntyr(7).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_keir_starmer(9).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_M_Peter_Kay(20).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_F_Theresa_May(16).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_nigel_farage(9).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_F_Sarah_Millican(22).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_Sajid_Javid(12).png,0,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_Tony_Blair(12).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_F_nicola_sturge(17).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_M_Jimmy_Carr(12).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_F_Julie_Walters(15).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_Michael_Gove(3).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_M_Simon_Pegg(24).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_M_Ewan_McGregor(15).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
E_F_Dawn_Roma(22).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_david_camer(18).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
P_M_Gordon_Brown(14).png,1,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
age: 32,gender: Male,handedness: right,58061b34c7b1100001138a1e,"10/17/2022, 10:24:06"
