RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1596,E_F_Dawn_Roma(22).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
5075,E_M_Jimmy_Carr(12).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1444,E_F_Jennifer_Saunders(21).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1718,E_M_Peter_Kay(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1727,E_M_Russell_Howard(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1330,P_M_keir_starmer(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1382,E_F_Dawn_Roma(22).png,E_F_Julie_Walters(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1931,E_F_Dawn_Roma(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1490,E_F_Julie_Walters(15).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2487,P_M_Gordon_Brown(14).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1333,E_M_Michael_McIntyr(7).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1627,E_M_Simon_Pegg(24).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1755,E_F_Dawn_Roma(22).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
6637,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1414,P_F_nicola_sturge(17).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1278,E_F_Jennifer_Saunders(21).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2399,E_M_Ewan_McGregor(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1973,P_M_Gordon_Brown(14).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2287,E_M_Jimmy_Carr(12).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1907,P_M_keir_starmer(9).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2942,E_M_Michael_McIntyr(7).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1568,E_M_Ewan_McGregor(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1463,E_F_Sarah_Millican(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1481,E_F_Dawn_Roma(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
3061,E_M_Peter_Kay(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1719,E_F_Sarah_Millican(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1214,P_M_david_camer(18).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1196,E_F_Dawn_Roma(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1864,P_M_jeremy_corbyn(10).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1580,E_M_Russell_Howard(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1379,E_M_Jimmy_Carr(12).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
5381,E_F_Sarah_Millican(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2214,E_F_Jennifer_Saunders(21).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1899,E_F_Sarah_Millican(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1574,E_M_Michael_McIntyr(7).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1847,E_F_Jennifer_Saunders(21).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1748,P_F_nicola_sturge(17).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2373,E_F_Jennifer_Saunders(21).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1934,E_M_Jimmy_Carr(12).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1501,E_F_Dawn_Roma(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1553,P_M_Michael_Gove(3).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1535,P_M_Sajid_Javid(12).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
3511,E_F_Sarah_Millican(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2230,E_M_Jimmy_Carr(12).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2286,E_M_Russell_Howard(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1216,E_F_Sarah_Millican(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1176,E_F_Julie_Walters(15).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1614,E_F_Jennifer_Saunders(21).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1031,P_F_Theresa_May(16).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1287,P_F_Theresa_May(16).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1775,E_M_Russell_Howard(20).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1758,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1459,P_F_nicola_sturge(17).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
2631,E_F_Jennifer_Saunders(21).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
1687,E_F_Dawn_Roma(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
file,isFamiliar,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_david_camer(18).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_F_Dawn_Roma(22).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_Tony_Blair(12).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_F_Theresa_May(16).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_nigel_farage(9).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_Gordon_Brown(14).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_M_Jimmy_Carr(12).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_keir_starmer(9).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_jeremy_corbyn(10).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_M_Ewan_McGregor(15).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_F_Jennifer_Saunders(21).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_M_Russell_Howard(20).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_F_Sarah_Millican(22).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_F_nicola_sturge(17).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_Sajid_Javid(12).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
P_M_Michael_Gove(3).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_M_Michael_McIntyr(7).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_M_Peter_Kay(20).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_M_Simon_Pegg(24).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
E_F_Julie_Walters(15).png,1,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
age: 27,gender: Female,handedness: right,5ca519cefed17500015f80f2,"10/17/2022, 10:09:51"
