RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1102,P_F_Theresa_May(16).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1261,P_M_keir_starmer(9).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
5097,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1172,E_F_Dawn_Roma(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
4894,E_F_Julie_Walters(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1049,P_F_Theresa_May(16).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1822,P_M_Gordon_Brown(14).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1013,E_F_Julie_Walters(15).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
704,E_M_Simon_Pegg(24).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
791,P_F_nicola_sturge(17).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
842,E_F_Sarah_Millican(22).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1580,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1022,E_M_Ewan_McGregor(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1406,E_M_Jimmy_Carr(12).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
950,E_F_Jennifer_Saunders(21).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
846,P_M_Gordon_Brown(14).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1914,E_M_Simon_Pegg(24).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1684,P_M_Michael_Gove(3).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
3687,P_M_david_camer(18).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
5952,P_M_Gordon_Brown(14).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1086,E_F_Julie_Walters(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1092,E_F_Jennifer_Saunders(21).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
926,E_M_Ewan_McGregor(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
860,E_M_Jimmy_Carr(12).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
777,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1515,E_F_Jennifer_Saunders(21).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
928,E_M_Ewan_McGregor(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
8231,E_F_Dawn_Roma(22).png,E_F_Jennifer_Saunders(21).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1117,E_M_Jimmy_Carr(12).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1368,E_M_Jimmy_Carr(12).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1198,P_F_Theresa_May(16).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1700,P_M_david_camer(18).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
2357,P_F_nicola_sturge(17).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1606,P_M_david_camer(18).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
831,E_M_Russell_Howard(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
814,E_M_Simon_Pegg(24).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
826,E_F_Sarah_Millican(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1253,E_F_Dawn_Roma(22).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1024,P_M_keir_starmer(9).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1434,E_F_Dawn_Roma(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1676,E_F_Dawn_Roma(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1667,E_M_Jimmy_Carr(12).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1519,E_M_Russell_Howard(20).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1070,E_F_Dawn_Roma(22).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1211,E_F_Dawn_Roma(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1427,E_M_Russell_Howard(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
14925,E_M_Ewan_McGregor(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1113,E_F_Julie_Walters(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
894,E_F_Jennifer_Saunders(21).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1423,E_F_Sarah_Millican(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1419,E_F_Julie_Walters(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
2468,P_M_Michael_Gove(3).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1067,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
975,P_M_jeremy_corbyn(10).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
10059,P_M_Gordon_Brown(14).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
7823,E_M_Peter_Kay(20).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
1938,P_M_david_camer(18).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
file,isFamiliar,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_F_Sarah_Millican(22).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_Michael_Gove(3).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_M_Peter_Kay(20).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_F_Theresa_May(16).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_M_Russell_Howard(20).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_nigel_farage(9).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_M_Ewan_McGregor(15).png,0,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_F_Dawn_Roma(22).png,0,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_Tony_Blair(12).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_F_Jennifer_Saunders(21).png,0,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_david_camer(18).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_M_Michael_McIntyr(7).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_keir_starmer(9).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_Sajid_Javid(12).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_M_Simon_Pegg(24).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_M_Jimmy_Carr(12).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_Gordon_Brown(14).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_M_jeremy_corbyn(10).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
E_F_Julie_Walters(15).png,0,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
P_F_nicola_sturge(17).png,1,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
age: 34,gender: Male,handedness: right,62ab2034b58fe149d144acf4,"10/17/2022, 10:15:09"
