RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_M_Tony_Blair(12).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_M_Michael_McIntyr(7).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_F_Dawn_Roma(22).png,0,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_M_keir_starmer(9).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_M_nigel_farage(9).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_F_Sarah_Millican(22).png,0,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_M_Jimmy_Carr(12).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_F_Theresa_May(16).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_F_Julie_Walters(15).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_M_Ewan_McGregor(15).png,0,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_M_Simon_Pegg(24).png,0,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_M_Sajid_Javid(12).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_F_nicola_sturge(17).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_M_Michael_Gove(3).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_F_Jennifer_Saunders(21).png,0,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
E_M_Russell_Howard(20).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
P_M_david_camer(18).png,1,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
age: 25,gender: Male,handedness: left,5eb4909c2f46f82f9280a49b,"10/17/2022, 10:20:11"
