"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.png"
"E_F_Dawn_Roma_French.png",NA,4.57142857142857,4.57142857142857,4.125,5.75,5.29411764705882,4.29411764705882,4.4375,4.75,5.41176470588235,4.25,4.88235294117647,5,5.1875,5.47058823529412,5.15384615384615,5.58333333333333,4.58823529411765,5.88888888888889,5.05882352941176
"E_F_Jennifer_Saunders.png",4.57142857142857,NA,2.53846153846154,5.28571428571429,5,5.14285714285714,4.64285714285714,5.28571428571429,4.84615384615385,5.28571428571429,3.46153846153846,3.35714285714286,5.28571428571429,5.23076923076923,5,4.6,5.2,5.42857142857143,5.625,4.57142857142857
"E_F_Julie_Walters.png",4.57142857142857,2.53846153846154,NA,5.21428571428571,4.6,5.35714285714286,4.42857142857143,5,4.38461538461539,4.92857142857143,3.23076923076923,3.64285714285714,5.21428571428571,5.15384615384615,5.28571428571429,4.72727272727273,5.4,5.14285714285714,5.88888888888889,4.64285714285714
"E_F_Sarah_Millican.png",4.125,5.28571428571429,5.21428571428571,NA,5.53846153846154,5.38888888888889,4.83333333333333,5,4.70588235294118,5.66666666666667,5.125,5.22222222222222,5.47058823529412,5.25,5.77777777777778,5.46153846153846,4.72727272727273,5.55555555555556,5.7,5.5
"E_M_Ewan_McGregor.png",5.75,5,4.6,5.53846153846154,NA,4.28571428571429,4.35714285714286,5.5,4.57142857142857,5.14285714285714,5.18181818181818,5.21428571428571,4.07692307692308,5,4.78571428571429,3.77777777777778,5.375,5.14285714285714,5.85714285714286,4.5
"E_M_Jimmy_Carr.png",5.29411764705882,5.14285714285714,5.35714285714286,5.38888888888889,4.28571428571429,NA,4.15,4.44444444444444,5,4.35,5.05882352941176,5.1,4.15789473684211,4.11111111111111,5.15,4.35714285714286,5,3.85,5.63636363636364,4.65
"E_M_Michael_McIntyr.png",4.29411764705882,4.64285714285714,4.42857142857143,4.83333333333333,4.35714285714286,4.15,NA,3.88888888888889,4.89473684210526,5.1,4.52941176470588,4.95,3.42105263157895,4.33333333333333,5.05,4.5,5.25,4.65,5.63636363636364,4.7
"E_M_Peter_Kay.png",4.4375,5.28571428571429,5,5,5.5,4.44444444444444,3.88888888888889,NA,5.29411764705882,5.05555555555556,4.9375,5.5,3.64705882352941,4.5625,5.44444444444444,4.23076923076923,5.33333333333333,4.66666666666667,5.4,4.94444444444444
"E_M_Russell_Howard.png",4.75,4.84615384615385,4.38461538461539,4.70588235294118,4.57142857142857,5,4.89473684210526,5.29411764705882,NA,4.63157894736842,4.875,4.94736842105263,4.88888888888889,5.05555555555556,4.78947368421053,4.46153846153846,4.45454545454545,4.52631578947368,6,4.10526315789474
"E_M_Simon_Pegg.png",5.41176470588235,5.28571428571429,4.92857142857143,5.66666666666667,5.14285714285714,4.35,5.1,5.05555555555556,4.63157894736842,NA,4.88235294117647,4.85,5.21052631578947,5.16666666666667,4.85,4.5,4.58333333333333,4.4,5.63636363636364,4.15
"P_F_nicola_sturge.png",4.25,3.46153846153846,3.23076923076923,5.125,5.18181818181818,5.05882352941176,4.52941176470588,4.9375,4.875,4.88235294117647,NA,3.17647058823529,4.88235294117647,4.75,5.29411764705882,4.85714285714286,5.66666666666667,5.11764705882353,5.8,4.29411764705882
"P_F_Theresa_May.png",4.88235294117647,3.35714285714286,3.64285714285714,5.22222222222222,5.21428571428571,5.1,4.95,5.5,4.94736842105263,4.85,3.17647058823529,NA,5,5,4.75,5.35714285714286,5.5,5.1,5.72727272727273,4.6
"P_M_david_camer.png",5,5.28571428571429,5.21428571428571,5.47058823529412,4.07692307692308,4.15789473684211,3.42105263157895,3.64705882352941,4.88888888888889,5.21052631578947,4.88235294117647,5,NA,4.16666666666667,4.57894736842105,3.57142857142857,4.33333333333333,4.26315789473684,5.81818181818182,3.94736842105263
"P_M_Gordon_Brown.png",5.1875,5.23076923076923,5.15384615384615,5.25,5,4.11111111111111,4.33333333333333,4.5625,5.05555555555556,5.16666666666667,4.75,5,4.16666666666667,NA,3.77777777777778,4.23076923076923,5.09090909090909,3.88888888888889,5.9,3.94444444444444
"P_M_jeremy_corbyn.png",5.47058823529412,5,5.28571428571429,5.77777777777778,4.78571428571429,5.15,5.05,5.44444444444444,4.78947368421053,4.85,5.29411764705882,4.75,4.57894736842105,3.77777777777778,NA,4.71428571428571,4.83333333333333,4.4,5.72727272727273,4.25
"P_M_keir_starmer.png",5.15384615384615,4.6,4.72727272727273,5.46153846153846,3.77777777777778,4.35714285714286,4.5,4.23076923076923,4.46153846153846,4.5,4.85714285714286,5.35714285714286,3.57142857142857,4.23076923076923,4.71428571428571,NA,4.63636363636364,4.14285714285714,5.6,4.64285714285714
"P_M_Michael_Gove.png",5.58333333333333,5.2,5.4,4.72727272727273,5.375,5,5.25,5.33333333333333,4.45454545454545,4.58333333333333,5.66666666666667,5.5,4.33333333333333,5.09090909090909,4.83333333333333,4.63636363636364,NA,3.91666666666667,5.77777777777778,3.75
