"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness"
"5595","E_F_Dawn_Roma_French.png","E_M_Michael_McIntyr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","E_F_Dawn_Roma(22).png E_M_Michael_McIntyr(7).png",0.893091853051362,"32","Male","right"
"4094","E_F_Dawn_Roma_French.png","P_M_david_camer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",4,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","E_F_Dawn_Roma(22).png P_M_david_camer(18).png",-0.174124826695548,"32","Male","right"
"4093","E_F_Julie_Walters.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","E_F_Julie_Walters(15).png E_M_Jimmy_Carr(12).png",0.893091853051362,"32","Male","right"
"3088","E_M_Ewan_McGregor.png","P_F_nicola_sturge.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F",3,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","E_M_Ewan_McGregor(15).png P_F_nicola_sturge(17).png",-1.24134150644246,"32","Male","right"
"4495","P_M_jeremy_corbyn.png","P_M_Michael_Gove.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","P_M_jeremy_corbyn(10).png P_M_Michael_Gove(3).png",0.893091853051362,"32","Male","right"
"2456","P_M_david_camer.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",2,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","P_M_david_camer(18).png P_M_nigel_farage(9).png",-2.30855818618937,"32","Male","right"
"3215","E_F_Sarah_Millican.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","E_F_Sarah_Millican(22).png E_M_Jimmy_Carr(12).png",0.893091853051362,"32","Male","right"
"4930","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",4,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","P_M_jeremy_corbyn(10).png P_M_keir_starmer(9).png",-0.174124826695548,"32","Male","right"
"2268","P_M_david_camer.png","P_M_jeremy_corbyn.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","P_M_david_camer(18).png P_M_jeremy_corbyn(10).png",0.893091853051362,"32","Male","right"
"3132","E_M_Jimmy_Carr.png","E_M_Simon_Pegg.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",2,"58061b34c7b1100001138a1e","10/17/2022, 10:24:06","E_M_Jimmy_Carr(12).png E_M_Simon_Pegg(24).png",-2.30855818618937,"32","Male","right"
