"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.12..png"
"P_F_nicola_sturge.png",-0.0705885734922231,-0.530518654040939,-0.937013341836621,-0.439808295062526,-0.0918764016301984,-0.189100774604687,-0.379439365143975,-0.335227971091523,-0.163248862223379,-0.467081886787474,NA,-0.641120533197552,-0.301506128246829,0.420299745533622,0.599134791902225,-0.283519234771193,-0.294988888377564,0.346860697052443,0.580909670400871,0.0317836152934999
"P_F_Theresa_May.png",-0.0781163405724153,-0.756560781026779,-0.722260258958236,-0.159157449127685,0.361928901045134,0.311028424618966,0.287016286816876,0.329137304405639,0.326821532743662,-0.177877632548187,-0.641120533197552,NA,0.158610642875467,0.288286613835564,0.802082952474481,0.252671792188616,-0.159310754033351,0.133479767516439,0.831393194744569,-0.377208442450321
"P_M_david_camer.png",-0.0405683545905673,0.385293406166466,0.186907958144768,0.183153766786176,-0.0246905543081424,-0.77404141790975,-0.18572230636747,-0.57397797146609,-0.235348391074397,-0.9441557492633,-0.301506128246829,0.158610642875467,NA,-0.66955683806787,-0.0855308764067631,-0.749517902614101,-0.681780791161489,-0.359501103006573,0.850276113306342,0.184026148020288
"P_M_Gordon_Brown.png",0.263047840944177,0.437372538550218,0.478676120366298,0.11551426523078,0.284863157060029,0.192972303804664,-0.72284615429009,-0.112213398051296,0.190982305159281,-0.0623578139617998,0.420299745533622,0.288286613835564,-0.66955683806787,NA,-0.0694231907868009,-0.34188733737259,0.213718823591867,-0.294049895965174,0.674303490961097,0.0163994481643644
"P_M_jeremy_corbyn.png",0.511620083254519,0.779020731286649,0.436827790002207,0.155867314938346,-0.699051477859923,0.407484470739428,0.82562929817852,0.695543135490558,-0.000779846265106866,0.104168799139202,0.599134791902225,0.802082952474481,-0.0855308764067631,-0.0694231907868009,NA,0.230857321711803,0.276990825803892,0.0206546373257786,0.601391523397233,-0.784547149504434
"P_M_keir_starmer.png",0.0265935035198287,0.223416555110061,0.162002361136333,0.165771055362023,-0.212313367093609,-0.00717892564833575,-0.113712705229444,-1.10100525103876,-0.42588154592497,-0.0415719051725387,-0.283519234771193,0.252671792188616,-0.749517902614101,-0.34188733737259,0.230857321711803,NA,0.345961770954276,-0.518046279924848,0.660120311614795,-0.203890549264695
"P_M_Michael_Gove.png",-0.180839331594592,-0.252525600182668,-0.0871810687784821,-0.453283351232477,-0.199814363329442,-0.708703103986243,-0.322074267945352,-0.121861755584641,-0.258082926212103,-1.0528314544113,-0.294988888377564,-0.159310754033351,-0.681780791161489,0.213718823591867,0.276990825803892,0.345961770954276,NA,-0.499359869780652,-0.00319041804748257,-0.743957168263276
"P_M_nigel_farage.png",0.308448486018134,0.748828921427548,0.353027931107178,0.32518761898587,0.31549745720821,-0.619183099969929,-0.199871584254039,0.031633987487806,0.501671107153356,0.0975245054500587,0.346860697052443,0.133479767516439,-0.359501103006573,-0.294049895965174,0.0206546373257786,-0.518046279924848,-0.499359869780652,NA,0.438236853723632,-0.49811473126427
"P_M_Sajid_Javid.png",0.510542953076143,0.575526994495153,0.199146534063917,0.373846788516012,0.77196766452746,0.232332389618678,0.638539365304428,0.531756437512618,0.555166149057126,0.400795986470362,0.580909670400871,0.831393194744569,0.850276113306342,0.674303490961097,0.601391523397233,0.660120311614795,-0.00319041804748257,0.438236853723632,NA,0.435929555801273
"P_M_Tony_Blair(12).png",0.389571716574711,0.143290165685709,-0.0319020525420369,0.393482022363641,0.196199144180797,-0.791299317407031,-1.22676935131968,0.309471125646282,-0.581966452213905,-0.663946177792501,0.0317836152934999,-0.377208442450321,0.184026148020288,0.0163994481643644,-0.784547149504434,-0.203890549264695,-0.743957168263276,-0.49811473126427,0.435929555801273,NA
