"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.12..png"
"E_F_Dawn_Roma_French.png",NA,-0.572964290261421,0.19041273112089,0.683935432956103,0.204057672372953,0.130153754135814,-0.297190524838276,-0.813437229854686,0.328025429629636,0.496203293562745,-0.0705885734922231,-0.0781163405724153,-0.0405683545905673,0.263047840944177,0.511620083254519,0.0265935035198287,-0.180839331594592,0.308448486018134,0.510542953076143,0.389571716574711
"E_F_Jennifer_Saunders.png",-0.572964290261421,NA,-0.646202404437944,-0.0839169190631367,0.63720953208888,0.643402926968655,0.405273551845658,0.393141942981666,-0.516719525074774,0.45064845643685,-0.530518654040939,-0.756560781026779,0.385293406166466,0.437372538550218,0.779020731286649,0.223416555110061,-0.252525600182668,0.748828921427548,0.575526994495153,0.143290165685709
"E_F_Julie_Walters.png",0.19041273112089,-0.646202404437944,NA,0.145626908357497,0.79926101335279,0.283990988232333,0.144235832298705,0.580265729142895,0.194537805623661,0.378387120840827,-0.937013341836621,-0.722260258958236,0.186907958144768,0.478676120366298,0.436827790002207,0.162002361136333,-0.0871810687784821,0.353027931107178,0.199146534063917,-0.0319020525420369
"E_F_Sarah_Millican.png",0.683935432956103,-0.0839169190631367,0.145626908357497,NA,0.554221834833258,0.501475257846789,0.311426162109378,0.134350139530243,0.296436545460821,0.417319775138362,-0.439808295062526,-0.159157449127685,0.183153766786176,0.11551426523078,0.155867314938346,0.165771055362023,-0.453283351232477,0.32518761898587,0.373846788516012,0.393482022363641
"E_M_Ewan_McGregor.png",0.204057672372953,0.63720953208888,0.79926101335279,0.554221834833258,NA,-0.127319938760034,0.202346901612313,0.668204321647509,-0.907978417898028,-0.407957273625727,-0.0918764016301984,0.361928901045134,-0.0246905543081424,0.284863157060029,-0.699051477859923,-0.212313367093609,-0.199814363329442,0.31549745720821,0.77196766452746,0.196199144180797
"E_M_Jimmy_Carr.png",0.130153754135814,0.643402926968655,0.283990988232333,0.501475257846789,-0.127319938760034,NA,-0.524358381413543,-0.213412466605382,0.227464941840614,-0.468484846983272,-0.189100774604687,0.311028424618966,-0.77404141790975,0.192972303804664,0.407484470739428,-0.00717892564833575,-0.708703103986243,-0.619183099969929,0.232332389618678,-0.791299317407031
"E_M_Michael_McIntyr.png",-0.297190524838276,0.405273551845658,0.144235832298705,0.311426162109378,0.202346901612313,-0.524358381413543,NA,-0.531252476126449,0.376472213773279,0.0728983117976054,-0.379439365143975,0.287016286816876,-0.18572230636747,-0.72284615429009,0.82562929817852,-0.113712705229444,-0.322074267945352,-0.199871584254039,0.638539365304428,-1.22676935131968
"E_M_Peter_Kay.png",-0.813437229854686,0.393141942981666,0.580265729142895,0.134350139530243,0.668204321647509,-0.213412466605382,-0.531252476126449,NA,0.580331946498942,0.582518929258416,-0.335227971091523,0.329137304405639,-0.57397797146609,-0.112213398051296,0.695543135490558,-1.10100525103876,-0.121861755584641,0.031633987487806,0.531756437512618,0.309471125646282
"E_M_Russell_Howard.png",0.328025429629636,-0.516719525074774,0.194537805623661,0.296436545460821,-0.907978417898028,0.227464941840614,0.376472213773279,0.580331946498942,NA,-0.768277323829433,-0.163248862223379,0.326821532743662,-0.235348391074397,0.190982305159281,-0.000779846265106866,-0.42588154592497,-0.258082926212103,0.501671107153356,0.555166149057126,-0.581966452213905
"E_M_Simon_Pegg.png",0.496203293562745,0.45064845643685,0.378387120840827,0.417319775138362,-0.407957273625727,-0.468484846983272,0.0728983117976054,0.582518929258416,-0.768277323829433,NA,-0.467081886787474,-0.177877632548187,-0.9441557492633,-0.0623578139617998,0.104168799139202,-0.0415719051725387,-1.0528314544113,0.0975245054500587,0.400795986470362,-0.663946177792501
