RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1926,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5194,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
14323,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2416,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2059,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1880,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3848,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6707,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
11798,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1737,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3538,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1686,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
15218,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2713,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4412,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6944,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3969,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
7132,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3676,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5277,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4155,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
25548,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1697,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3366,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1989,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4290,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
7524,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2662,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2058,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2030,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2510,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1537,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1955,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1680,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2177,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
18989,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2431,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
7326,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2107,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2287,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4317,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4474,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3006,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1724,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4318,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1708,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1374,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4866,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5504,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5629,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3927,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
12105,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2756,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
12548,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2406,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2244,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1911,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2753,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
9233,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2553,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3476,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3245,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
7697,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3849,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3114,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6949,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3062,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
20540,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1924,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2980,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5025,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2297,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1589,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3183,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
7122,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5200,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4248,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2926,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2714,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4009,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3154,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1993,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5399,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3702,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2098,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6453,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5641,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2915,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2699,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3394,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1605,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1469,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1883,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5401,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1929,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4927,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2793,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2963,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6593,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6138,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4449,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6857,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
10146,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6147,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5401,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2825,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4529,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3675,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4375,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1452,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2514,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3864,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2860,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3504,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4451,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3730,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6937,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1655,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3528,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2016,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2086,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2072,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
13263,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1761,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6950,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4564,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
7453,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5173,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2405,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3958,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1870,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3164,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5016,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
13021,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2781,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1403,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2794,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1860,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1523,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1697,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2044,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
13502,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
