RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5263,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3209,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3524,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
7196,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4186,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
7700,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6172,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3900,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3986,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5079,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
8140,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3466,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2938,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4009,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3200,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3249,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3180,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3761,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3800,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3529,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3320,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2575,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3900,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4087,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3322,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4213,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6448,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3752,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3150,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3399,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3972,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3781,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3024,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4566,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3126,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3613,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4716,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3841,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3488,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3469,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6085,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3613,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3907,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3536,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
7398,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4996,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3325,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2915,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3186,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3771,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6179,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
10665,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3849,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4846,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3138,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
7574,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3435,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
7191,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
8309,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3411,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6131,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3584,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2684,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2990,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3899,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2984,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5209,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2726,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3971,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5170,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4565,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4432,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3622,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5557,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2998,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4623,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2804,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3430,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3349,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3783,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3839,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3804,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4336,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5755,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6165,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3223,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4186,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6341,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3962,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3485,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4904,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3942,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3254,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4128,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2942,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3033,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4040,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2993,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3772,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3739,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3306,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3891,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3198,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3126,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5914,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2920,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3001,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5312,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3094,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4084,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3052,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4426,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4260,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3580,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4041,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4198,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3704,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2759,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2949,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3043,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3062,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3978,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3621,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2546,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2627,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3230,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2940,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4012,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2792,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2981,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3754,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4268,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3314,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2973,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2587,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2730,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2896,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5760,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3341,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
