RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4462,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3323,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3515,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6008,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4788,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4778,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6350,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5003,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4720,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4904,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6017,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4133,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
9365,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4177,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3025,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3927,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3834,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4162,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3571,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3825,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2875,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3501,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4462,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5091,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3100,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6533,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4962,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3813,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3121,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4707,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3385,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2799,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4054,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3193,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4113,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3797,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
7805,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5388,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3427,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3199,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5868,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5175,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3616,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6890,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5814,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3512,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6286,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2707,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2324,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3100,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3416,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5992,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4238,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3992,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3657,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6527,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3740,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3154,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2943,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6482,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5154,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3815,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3005,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
8074,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5038,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4717,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2836,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4996,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3032,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5136,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6325,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2986,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5200,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3688,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3841,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3158,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
6745,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2406,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3716,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5409,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3454,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4720,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2255,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3516,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2138,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3149,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2507,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
9438,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2104,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2130,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2866,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3567,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2203,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2095,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4401,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4264,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2255,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2180,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2670,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2480,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2071,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3599,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3167,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3067,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4177,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3347,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2862,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5557,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5465,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3475,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2967,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2750,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2491,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4337,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3262,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3471,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3726,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4431,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3176,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3178,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4181,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
