RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3363,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2722,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4650,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
14101,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4460,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3629,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
10440,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2966,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2862,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3434,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
15426,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2330,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2903,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5160,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3611,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3358,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3457,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4645,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3441,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4533,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4202,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4550,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7465,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
13329,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3207,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2794,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2576,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5025,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
6806,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
17873,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2713,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4707,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3664,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3593,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5369,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3431,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3028,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2591,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3081,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
1946,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4523,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4703,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3084,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2609,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7390,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5278,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2421,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3477,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3202,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4207,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5403,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7220,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
16614,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
85109,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5736,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2521,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3033,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4929,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
1941,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3102,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3339,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2341,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4947,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5595,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
16292,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5368,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2938,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3438,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
30294,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7624,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2581,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
1967,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2974,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2715,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2571,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
14019,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3066,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
25242,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3526,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2999,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2809,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
10977,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2727,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3454,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3137,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3133,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3246,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2716,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2788,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2650,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2931,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2608,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3607,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2760,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3787,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5697,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
12279,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2735,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2712,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3229,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3493,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5699,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7129,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3425,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
6843,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4168,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
10230,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5624,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
10929,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3945,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
31340,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3248,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
13445,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
17201,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2701,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3600,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5917,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2382,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2562,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3624,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
21058,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
11172,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
8838,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
13217,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
6295,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3784,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
16156,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
8768,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4213,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
9591,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
45555,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2776,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2572,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2796,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3575,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
