RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1839,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2022,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1974,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2326,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2365,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3440,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2878,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1560,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2341,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2804,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1870,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2135,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2279,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1798,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2294,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2055,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2095,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2044,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1990,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2806,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1996,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2535,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2903,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2246,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3768,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2309,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4606,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2632,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2462,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2119,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1587,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1587,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1797,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2246,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2558,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1608,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1893,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2455,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3190,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2647,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2287,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2671,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2334,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4021,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2502,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3230,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
5029,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2526,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4744,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2174,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2063,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1598,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1608,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1749,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4758,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2295,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3055,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2125,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1894,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2111,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2676,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1494,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2230,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
5253,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3406,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
5134,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2791,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4140,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3119,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2423,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3294,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2398,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3254,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1599,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2103,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2085,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2405,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2327,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2606,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3183,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2410,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2947,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3303,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4238,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3183,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2414,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3059,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2734,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3941,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2487,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2087,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2078,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4455,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3031,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2423,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2189,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1935,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1934,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2743,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2182,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3703,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2991,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2506,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2047,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2039,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2228,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2319,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2078,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1471,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2022,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3214,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1863,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2143,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1999,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1534,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1853,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2294,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2447,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2006,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1923,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1701,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3056,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1589,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2125,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2125,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2046,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2045,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3214,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1597,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1927,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1613,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1973,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3005,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1703,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2047,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2053,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1420,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2469,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2102,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2016,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2973,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
