RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1491,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2469,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2344,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1571,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1999,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2379,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1818,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1804,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1652,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1496,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1699,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1362,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2051,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2283,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2563,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2865,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1511,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1833,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2170,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2144,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1690,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2091,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1667,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1634,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1725,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2036,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1637,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2635,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1638,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1569,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1751,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1429,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1567,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2270,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1795,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1959,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1378,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1359,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1673,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2323,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2326,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1736,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2847,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1589,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1519,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1401,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2788,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1843,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2658,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2140,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1805,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1784,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2145,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
3197,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1954,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2035,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1876,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2004,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2204,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1684,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2243,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1634,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2954,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
2239,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1746,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
3760,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1549,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1593,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1529,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
1489,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05"
file,isFamiliar,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_liam_neeson.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_M_david_cameron.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_F_Judi_Dench.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_robert_de_niro.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_F_angela_rayner.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_F_nicola_sturgeon.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_michael_caine.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_Martin_Freeman.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_F_jennifer_aniston.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_F_tehresy_may.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_F_sandra_bullock.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_F_angelina_jolie.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_M_george_Wbush.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_F_keira_knightley.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_M_bill_clinton.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_F_hillary_clinton.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_Hugh_Grant.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_F_esther_mcvey.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_M_donald_trump.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_nicolas_cage.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_F_Kate_Winslet.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_F_PRITI_PATEL.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_M_Tony_Blair.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_anthony_hopkins.jpg,0,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
E_M_tom_hankes.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
P_M_boris_johnson.jpg,1,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,,
age: 34,gender: Female,handedness: right,5ce0915efd65950019a59a93,"11/28/2021, 14:47:05",,,,,,
