RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2594,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3357,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5731,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3794,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4181,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3703,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
8141,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3927,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5596,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4723,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5119,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2269,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5837,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
8025,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4801,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
13088,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
7765,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5850,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
9354,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
8234,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2747,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5048,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2934,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2348,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
1973,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2469,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
13005,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4672,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4208,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3981,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4404,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4692,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2418,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2502,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2216,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3299,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2202,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2698,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2281,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2799,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2364,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2454,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3303,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5185,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3663,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
8478,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
6111,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4871,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
19084,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2670,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4083,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2179,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2665,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2799,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5232,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2375,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4405,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3056,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5761,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3003,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2837,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2819,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2261,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3264,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4168,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2185,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3638,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2217,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2951,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
10111,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4919,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4055,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4092,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2872,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2976,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
1781,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2805,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3104,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3375,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
1874,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4690,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2337,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3394,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3756,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2692,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2639,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4092,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2414,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5957,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
19780,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2401,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3863,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2917,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4347,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2209,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2026,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5198,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
6262,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2092,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2166,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
1998,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2438,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3823,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3446,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2057,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5004,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2634,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2056,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2774,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2666,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3128,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2632,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3470,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2508,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2297,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2894,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2941,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2310,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2455,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
1990,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
1940,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3097,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3266,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4439,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
6970,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2795,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2753,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4108,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5446,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2574,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2520,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5340,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4152,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2512,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2816,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
