RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1514,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2345,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2459,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2266,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1880,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3052,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4564,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3199,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
15613,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3365,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4012,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3651,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3376,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3328,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2503,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1680,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1912,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2042,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2181,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3403,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2236,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2009,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2257,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3327,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4254,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2471,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2181,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3603,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2387,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2145,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2476,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
5198,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3359,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2001,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2749,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2418,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1872,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1669,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2770,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1974,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3639,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2279,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2156,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2579,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2022,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3265,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2644,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3203,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3231,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2285,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2842,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2796,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2736,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1615,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2659,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2928,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1457,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1823,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2194,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3181,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2977,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2566,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1898,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2151,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1826,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1284,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3337,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2134,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2465,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2197,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2486,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1489,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2110,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1550,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
10216,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
7918,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1816,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1939,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3213,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1946,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
5544,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3569,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3676,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1970,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4299,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
10421,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2754,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
6618,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3783,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1873,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2677,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
6551,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2152,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3811,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2575,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3965,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2201,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2868,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
6944,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1986,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4134,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4175,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3802,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
7077,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
8321,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2124,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2946,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1654,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3293,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2309,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2497,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2046,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2885,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2952,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2593,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3520,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3926,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2964,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3304,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1961,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1828,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1735,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1758,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1475,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1584,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3271,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2985,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2473,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4271,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1931,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2338,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2737,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2748,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2649,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2291,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3337,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1987,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4994,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4458,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2072,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2324,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
