RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1676,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2338,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2377,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3499,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2424,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2265,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1735,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1656,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3826,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
6044,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
9897,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3426,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2961,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3640,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2643,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3492,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2218,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3739,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2300,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2825,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2772,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3655,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2816,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2347,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3500,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3828,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2701,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
6979,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
26092,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2402,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2101,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1936,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2621,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4959,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3113,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
13541,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3863,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2417,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4342,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2496,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2131,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2351,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3420,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1840,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1485,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4082,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
3464,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1924,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1945,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
5776,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1935,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
2759,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
1737,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
4047,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
file,isFamiliar,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_anthony_hopkins.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_M_boris_johnson.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_F_sandra_bullock.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_nicolas_cage.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_M_bill_clinton.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_tom_hankes.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_F_PRITI_PATEL.jpg,0,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_F_Judi_Dench.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_M_donald_trump.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_M_Tony_Blair.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_F_tehresy_may.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_michael_caine.jpg,0,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_F_esther_mcvey.jpg,0,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_F_angela_rayner.jpg,0,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_Hugh_Grant.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_F_hillary_clinton.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_F_angelina_jolie.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_Martin_Freeman.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_M_david_cameron.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_F_nicola_sturgeon.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_F_keira_knightley.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_F_jennifer_aniston.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
P_M_george_Wbush.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_F_Kate_Winslet.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_liam_neeson.jpg,0,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
E_M_robert_de_niro.jpg,1,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
age: 28,gender: Female,handedness: right,5cf398a1e55efc000127adae,"11/30/2021, 14:42:15"
