"file","vividness","age","gender","handedness","participant"
"E_M_asi.png","1","21","M","right","8985"
"P_F_regev.png","2","21","M","right","8985"
"E_M_ido.png","2","22","M","left","9057"
"E_F_ilanit.png","2","22","M","left","9057"
"E_M_asi.png","2","22","M","left","9057"
"P_M_smut.png","2","22","M","left","9057"
"P_F_michaeli.png","2","22","M","left","9057"
"E_F_shiri.png","2","22","M","left","9057"
"E_M_danker.png","2","22","M","left","9057"
"P_M_lapid.png","2","22","M","left","9057"
"E_M_liorA.png","2","22","M","left","9057"
"P_M_benet.png","3","22","M","left","9057"
"P_M_saar.png","3","22","M","left","9057"
"P_F_shaked.png","2","22","M","left","9057"
"P_M_buji.png","3","22","M","left","9057"
"E_F_rotem_sela.png","3","22","M","left","9057"
"E_F_galit_gutman.png","2","22","M","left","9057"
"P_M_gantz.png","2","22","M","left","9057"
"P_F_regev.png","2","22","M","left","9057"
"E_M_yuda.png","3","22","M","left","9057"
"E_F_ninet.png","2","22","M","left","9057"
"P_F_staiv.png","2","22","M","left","9057"
"P_F_regev.png","2","23","F","right","8965"
"E_F_shiri.png","2","23","F","right","8965"
"P_M_saar.png","4","23","F","right","8965"
"E_F_ilanit.png","3","23","F","right","8965"
"E_M_asi.png","2","23","F","right","8965"
"E_F_ninet.png","2","23","F","right","8965"
"E_M_liorA.png","1","23","F","right","8965"
"P_M_buji.png","1","23","F","right","8965"
"E_M_yuda.png","2","23","F","right","8965"
"E_M_ido.png","1","23","F","right","8965"
"P_F_shaked.png","1","23","F","right","8965"
"E_F_rotem_sela.png","1","23","F","right","8965"
"E_M_danker.png","1","23","F","right","8965"
"P_M_benet.png","1","23","F","right","8965"
"P_M_lapid.png","1","23","F","right","8965"
"P_F_staiv.png","2","23","F","right","8965"
"P_M_gantz.png","2","23","F","right","8965"
"P_F_michaeli.png","2","23","F","right","8965"
"P_M_smut.png","2","23","F","right","8965"
"E_F_galit_gutman.png","4","23","F","right","8965"
"P_M_buji.png","1","24","F","right","8964"
"E_M_liorA.png","1","24","F","right","8964"
"E_F_galit_gutman.png","1","24","F","right","8964"
"E_F_rotem_sela.png","1","24","F","right","8964"
"E_F_ninet.png","1","24","F","right","8964"
"E_M_ido.png","1","24","F","right","8964"
"E_M_danker.png","1","24","F","right","8964"
"P_F_regev.png","1","24","F","right","8964"
"E_M_asi.png","1","24","F","right","8964"
"P_F_shaked.png","1","24","F","right","8964"
"P_M_gantz.png","1","24","F","right","8964"
"E_F_shiri.png","1","24","F","right","8964"
"P_M_saar.png","1","24","F","right","8964"
"E_M_yuda.png","1","24","F","right","8964"
"P_M_smut.png","2","24","F","right","8964"
"P_F_michaeli.png","2","24","F","right","8964"
"E_F_ilanit.png","1","24","F","right","8964"
"P_M_benet.png","1","24","F","right","8964"
"P_M_lapid.png","1","24","F","right","8964"
"P_F_staiv.png","2","24","F","right","8964"
"P_F_regev.png","1","22","F","right","9000"
"P_M_lapid.png","1","22","F","right","9000"
"E_F_ilanit.png","1","22","F","right","9000"
"P_M_smut.png","2","22","F","right","9000"
"P_M_saar.png","2","22","F","right","9000"
"P_F_shaked.png","2","22","F","right","9000"
"E_M_ido.png","1","22","F","right","9000"
"E_M_liorA.png","2","22","F","right","9000"
"E_M_yuda.png","1","22","F","right","9000"
"E_F_galit_gutman.png","1","22","F","right","9000"
"P_M_benet.png","1","22","F","right","9000"
"P_M_buji.png","1","22","F","right","9000"
"E_F_ninet.png","1","22","F","right","9000"
"P_M_gantz.png","1","22","F","right","9000"
"E_F_shiri.png","1","22","F","right","9000"
"E_M_danker.png","1","22","F","right","9000"
"E_M_asi.png","1","22","F","right","9000"
"P_F_michaeli.png","1","22","F","right","9000"
"P_F_staiv.png","3","22","F","right","9000"
"E_F_rotem_sela.png","1","22","F","right","9000"
"E_M_ido.png","4","19","other","right","9006"
"P_F_shaked.png","2","19","other","right","9006"
"P_M_saar.png","1","19","other","right","9006"
"E_F_ninet.png","3","19","other","right","9006"
"P_M_benet.png","3","19","other","right","9006"
"P_M_smut.png","2","19","other","right","9006"
"E_M_yuda.png","5","19","other","right","9006"
"E_F_galit_gutman.png","4","19","other","right","9006"
"P_F_michaeli.png","3","19","other","right","9006"
"E_M_liorA.png","5","19","other","right","9006"
"P_M_lapid.png","1","19","other","right","9006"
"E_F_shiri.png","3","19","other","right","9006"
"P_F_regev.png","3","19","other","right","9006"
"E_F_rotem_sela.png","4","19","other","right","9006"
"P_M_gantz.png","3","19","other","right","9006"
"E_M_danker.png","2","19","other","right","9006"
"P_F_staiv.png","5","19","other","right","9006"
"P_M_buji.png","3","19","other","right","9006"
"E_M_asi.png","2","19","other","right","9006"
"E_F_ilanit.png","5","19","other","right","9006"
"E_F_shiri.png","3","23","F","right","8641"
"E_F_rotem_sela.png","3","23","F","right","8641"
"P_M_saar.png","3","23","F","right","8641"
"P_M_smut.png","4","23","F","right","8641"
"E_M_danker.png","3","23","F","right","8641"
"E_M_liorA.png","4","23","F","right","8641"
"E_M_asi.png","2","23","F","right","8641"
"E_F_galit_gutman.png","5","23","F","right","8641"
"P_M_gantz.png","4","23","F","right","8641"
"P_F_staiv.png","5","23","F","right","8641"
"P_M_buji.png","4","23","F","right","8641"
"P_M_lapid.png","3","23","F","right","8641"
"E_F_ninet.png","1","23","F","right","8641"
"E_F_ilanit.png","5","23","F","right","8641"
"P_F_michaeli.png","2","23","F","right","8641"
"E_M_ido.png","5","23","F","right","8641"
"E_M_yuda.png","3","23","F","right","8641"
"P_M_benet.png","4","23","F","right","8641"
"P_F_regev.png","4","23","F","right","8641"
"P_F_shaked.png","4","23","F","right","8641"
"E_F_rotem_sela.png","2","22","F","right","8925"
"P_F_regev.png","4","22","F","right","8925"
"E_F_shiri.png","3","22","F","right","8925"
"P_M_saar.png","3","22","F","right","8925"
"P_M_smut.png","3","22","F","right","8925"
"E_F_ninet.png","3","22","F","right","8925"
"P_F_staiv.png","3","22","F","right","8925"
"P_M_benet.png","3","22","F","right","8925"
"E_F_ilanit.png","2","22","F","right","8925"
"P_F_michaeli.png","2","22","F","right","8925"
"E_M_yuda.png","3","22","F","right","8925"
"E_M_ido.png","2","22","F","right","8925"
"P_M_gantz.png","2","22","F","right","8925"
"P_M_lapid.png","2","22","F","right","8925"
"E_M_danker.png","2","22","F","right","8925"
"E_M_liorA.png","5","22","F","right","8925"
"P_M_buji.png","2","22","F","right","8925"
"E_F_galit_gutman.png","3","22","F","right","8925"
"P_F_shaked.png","2","22","F","right","8925"
"E_M_asi.png","3","22","F","right","8925"
"P_F_michaeli.png","2","23","F","right","8987"
"P_M_benet.png","1","23","F","right","8987"
"E_F_ninet.png","1","23","F","right","8987"
"P_F_regev.png","3","23","F","right","8987"
"E_M_yuda.png","3","23","F","right","8987"
"E_M_liorA.png","4","23","F","right","8987"
"E_M_ido.png","5","23","F","right","8987"
"E_F_ilanit.png","1","23","F","right","8987"
"P_F_shaked.png","1","23","F","right","8987"
"P_M_lapid.png","1","23","F","right","8987"
"E_M_asi.png","1","23","F","right","8987"
"P_M_gantz.png","1","23","F","right","8987"
"P_F_staiv.png","2","23","F","right","8987"
"E_F_rotem_sela.png","1","23","F","right","8987"
"E_F_shiri.png","1","23","F","right","8987"
"E_F_galit_gutman.png","1","23","F","right","8987"
"P_M_saar.png","1","23","F","right","8987"
"E_M_danker.png","1","23","F","right","8987"
"P_M_smut.png","2","23","F","right","8987"
"P_M_buji.png","3","23","F","right","8987"
"P_F_shaked.png","1","22","F","right","8619"
"P_M_buji.png","1","22","F","right","8619"
"P_M_benet.png","1","22","F","right","8619"
"E_M_danker.png","1","22","F","right","8619"
"E_M_ido.png","1","22","F","right","8619"
"P_M_smut.png","5","22","F","right","8619"
"E_F_rotem_sela.png","1","22","F","right","8619"
"P_F_michaeli.png","1","22","F","right","8619"
"E_F_ninet.png","1","22","F","right","8619"
"P_F_staiv.png","5","22","F","right","8619"
"P_M_saar.png","3","22","F","right","8619"
"P_M_lapid.png","3","22","F","right","8619"
"E_F_shiri.png","1","22","F","right","8619"
"P_F_regev.png","1","22","F","right","8619"
"P_M_gantz.png","1","22","F","right","8619"
"E_M_yuda.png","2","22","F","right","8619"
"E_F_ilanit.png","4","22","F","right","8619"
"E_M_liorA.png","5","22","F","right","8619"
"E_M_asi.png","1","22","F","right","8619"
"E_F_galit_gutman.png","5","22","F","right","8619"
"E_F_ilanit.png","4","24","M","right","9190"
"P_M_benet.png","1","24","M","right","9190"
"P_M_buji.png","3","24","M","right","9190"
"E_M_danker.png","2","24","M","right","9190"
"E_F_shiri.png","4","24","M","right","9190"
"P_F_shaked.png","3","24","M","right","9190"
"E_M_ido.png","4","24","M","right","9190"
"P_M_gantz.png","1","24","M","right","9190"
"P_F_michaeli.png","2","24","M","right","9190"
"P_F_regev.png","3","24","M","right","9190"
"E_M_yuda.png","4","24","M","right","9190"
"E_F_galit_gutman.png","5","24","M","right","9190"
"P_M_lapid.png","1","24","M","right","9190"
"E_F_ninet.png","5","24","M","right","9190"
"P_M_saar.png","3","24","M","right","9190"
"E_F_rotem_sela.png","5","24","M","right","9190"
"P_M_smut.png","1","24","M","right","9190"
"E_M_asi.png","5","24","M","right","9190"
"P_F_staiv.png","5","24","M","right","9190"
"E_M_liorA.png","1","24","M","right","9190"
"P_F_shaked.png","2","23","M","right","9089"
"P_M_benet.png","2","23","M","right","9089"
"P_F_regev.png","3","23","M","right","9089"
"E_F_shiri.png","2","23","M","right","9089"
"P_M_buji.png","2","23","M","right","9089"
"P_M_saar.png","4","23","M","right","9089"
"E_F_ilanit.png","2","23","M","right","9089"
"E_F_galit_gutman.png","3","23","M","right","9089"
"P_F_staiv.png","3","23","M","right","9089"
"E_F_rotem_sela.png","2","23","M","right","9089"
"E_F_ninet.png","2","23","M","right","9089"
"P_M_smut.png","2","23","M","right","9089"
"P_M_gantz.png","2","23","M","right","9089"
"P_M_lapid.png","2","23","M","right","9089"
"E_M_ido.png","2","23","M","right","9089"
"E_M_asi.png","2","23","M","right","9089"
"E_M_yuda.png","2","23","M","right","9089"
"E_M_danker.png","2","23","M","right","9089"
"E_M_liorA.png","2","23","M","right","9089"
"P_F_michaeli.png","2","23","M","right","9089"
"P_M_gantz.png","3","24","F","right","8959"
"E_M_yuda.png","2","24","F","right","8959"
"E_M_danker.png","2","24","F","right","8959"
"E_F_ninet.png","2","24","F","right","8959"
"E_F_shiri.png","1","24","F","right","8959"
"P_M_benet.png","3","24","F","right","8959"
"P_M_smut.png","2","24","F","right","8959"
"P_M_buji.png","2","24","F","right","8959"
"E_M_ido.png","2","24","F","right","8959"
"P_F_shaked.png","2","24","F","right","8959"
"P_F_staiv.png","3","24","F","right","8959"
"E_M_asi.png","2","24","F","right","8959"
"P_F_regev.png","3","24","F","right","8959"
"P_M_saar.png","3","24","F","right","8959"
"P_M_lapid.png","3","24","F","right","8959"
"P_F_michaeli.png","2","24","F","right","8959"
"E_F_ilanit.png","2","24","F","right","8959"
"E_F_galit_gutman.png","2","24","F","right","8959"
"E_M_liorA.png","3","24","F","right","8959"
"E_F_rotem_sela.png","2","24","F","right","8959"
"P_M_benet.png","3","24","F","right","9179"
"P_M_saar.png","4","24","F","right","9179"
"P_F_michaeli.png","4","24","F","right","9179"
"E_F_shiri.png","3","24","F","right","9179"
"E_M_asi.png","3","24","F","right","9179"
"E_M_liorA.png","4","24","F","right","9179"
"E_M_danker.png","3","24","F","right","9179"
"E_F_ninet.png","4","24","F","right","9179"
"P_M_gantz.png","4","24","F","right","9179"
"P_M_lapid.png","3","24","F","right","9179"
"P_F_staiv.png","3","24","F","right","9179"
"P_M_smut.png","4","24","F","right","9179"
"E_F_rotem_sela.png","3","24","F","right","9179"
"E_M_ido.png","3","24","F","right","9179"
"E_F_galit_gutman.png","3","24","F","right","9179"
"E_F_ilanit.png","3","24","F","right","9179"
"P_F_regev.png","4","24","F","right","9179"
"P_F_shaked.png","3","24","F","right","9179"
"P_M_buji.png","3","24","F","right","9179"
"E_M_yuda.png","3","24","F","right","9179"
"E_F_rotem_sela.png","1","25","F","right","8610"
"E_M_asi.png","1","25","F","right","8610"
"E_M_ido.png","2","25","F","right","8610"
"E_M_yuda.png","2","25","F","right","8610"
"E_F_ilanit.png","1","25","F","right","8610"
"E_F_ninet.png","1","25","F","right","8610"
"P_M_benet.png","1","25","F","right","8610"
"E_M_danker.png","1","25","F","right","8610"
"E_M_liorA.png","3","25","F","right","8610"
"P_F_staiv.png","5","25","F","right","8610"
"P_F_shaked.png","3","25","F","right","8610"
"P_M_gantz.png","1","25","F","right","8610"
"E_F_galit_gutman.png","1","25","F","right","8610"
"P_M_buji.png","3","25","F","right","8610"
"P_M_saar.png","2","25","F","right","8610"
"P_M_lapid.png","1","25","F","right","8610"
"P_F_regev.png","1","25","F","right","8610"
"P_F_michaeli.png","3","25","F","right","8610"
"P_M_smut.png","1","25","F","right","8610"
"E_F_shiri.png","1","25","F","right","8610"
"E_F_ilanit.png","2","22","F","right","9093"
"E_M_asi.png","2","22","F","right","9093"
"E_F_ninet.png","2","22","F","right","9093"
"E_M_ido.png","2","22","F","right","9093"
"P_F_regev.png","2","22","F","right","9093"
"P_F_shaked.png","2","22","F","right","9093"
"P_F_staiv.png","2","22","F","right","9093"
"E_M_liorA.png","3","22","F","right","9093"
"P_F_michaeli.png","2","22","F","right","9093"
"P_M_gantz.png","2","22","F","right","9093"
"P_M_saar.png","2","22","F","right","9093"
"E_F_rotem_sela.png","2","22","F","right","9093"
"E_F_galit_gutman.png","3","22","F","right","9093"
"P_M_benet.png","2","22","F","right","9093"
"E_M_yuda.png","3","22","F","right","9093"
"P_M_smut.png","2","22","F","right","9093"
"P_M_buji.png","2","22","F","right","9093"
"E_M_danker.png","3","22","F","right","9093"
"P_M_lapid.png","2","22","F","right","9093"
"E_F_shiri.png","2","22","F","right","9093"
"E_M_liorA.png","2","29","F","right","9142"
"E_M_danker.png","3","29","F","right","9142"
"P_F_staiv.png","2","29","F","right","9142"
"P_M_lapid.png","1","29","F","right","9142"
"E_F_shiri.png","2","29","F","right","9142"
"P_M_smut.png","1","29","F","right","9142"
"E_F_ninet.png","3","29","F","right","9142"
"P_M_saar.png","2","29","F","right","9142"
"P_F_michaeli.png","1","29","F","right","9142"
"E_M_yuda.png","2","29","F","right","9142"
"P_M_buji.png","1","29","F","right","9142"
"P_F_regev.png","2","29","F","right","9142"
"E_F_rotem_sela.png","2","29","F","right","9142"
"E_F_galit_gutman.png","1","29","F","right","9142"
"E_M_asi.png","1","29","F","right","9142"
"P_F_shaked.png","1","29","F","right","9142"
"P_M_benet.png","2","29","F","right","9142"
"E_F_ilanit.png","3","29","F","right","9142"
"E_M_ido.png","2","29","F","right","9142"
"P_M_gantz.png","1","29","F","right","9142"
