"","E_F_galit_gutman.png","E_F_ilanit.png","E_F_ninet.png","E_F_rotem_sela.png","E_F_shiri.png","E_M_asi.png","E_M_danker.png","E_M_ido.png","E_M_liorA.png","E_M_yuda.png","P_F_michaeli.png","P_F_regev.png","P_F_shaked.png","P_F_staiv.png","P_M_benet.png","P_M_buji.png","P_M_gantz.png","P_M_lapid.png","P_M_saar.png","P_M_smut.png"
"P_F_michaeli.png",4.58823529411765,4.76470588235294,4.22222222222222,4.83333333333333,4.84210526315789,5.27777777777778,5.10526315789474,5,5.4375,5.11764705882353,NA,4.73684210526316,4.57894736842105,5.28571428571429,5.57894736842105,5.42105263157895,5.36842105263158,5.57894736842105,5,5.64705882352941
"P_F_regev.png",5.47058823529412,5.29411764705882,4.72222222222222,5.55555555555556,5.21052631578947,5.05555555555556,5.47368421052632,5.11764705882353,5.25,5.70588235294118,4.73684210526316,NA,5.15789473684211,5.64285714285714,5.68421052631579,5.78947368421053,5.57894736842105,5.36842105263158,5.47368421052632,5.6875
"P_F_shaked.png",4.52941176470588,5.17647058823529,4.05555555555556,4.5,4.78947368421053,5.16666666666667,5.21052631578947,4.94117647058824,5.5,5.11764705882353,4.57894736842105,5.15789473684211,NA,4.64285714285714,5.36842105263158,5.31578947368421,5.42105263157895,5.47368421052632,5.57894736842105,5.23529411764706
"P_F_staiv.png",4.35714285714286,4.78571428571429,5,4.5,4.78571428571429,5.21428571428571,5.42857142857143,5,5,5.57142857142857,5.28571428571429,5.64285714285714,4.64285714285714,NA,5.23076923076923,5.21428571428571,5.42857142857143,5.64285714285714,5.85714285714286,5.28571428571429
"P_M_benet.png",5.29411764705882,5.70588235294118,5.11111111111111,5.66666666666667,5.61111111111111,5.5,5.66666666666667,5.17647058823529,5.5625,5.64705882352941,5.57894736842105,5.68421052631579,5.36842105263158,5.23076923076923,NA,5.36842105263158,5.36842105263158,5.57894736842105,5.36842105263158,4.82352941176471
"P_M_buji.png",5.52941176470588,5.52941176470588,5.72222222222222,5.41176470588235,5.63157894736842,5.44444444444444,5.31578947368421,5.05882352941176,5.25,5.64705882352941,5.42105263157895,5.78947368421053,5.31578947368421,5.21428571428571,5.36842105263158,NA,4.73684210526316,5.31578947368421,5,4.52941176470588
"P_M_gantz.png",5.35294117647059,5.35294117647059,5.61111111111111,5.22222222222222,5.47368421052632,5.38888888888889,5.41176470588235,5.05882352941176,3.875,5.47058823529412,5.36842105263158,5.57894736842105,5.42105263157895,5.42857142857143,5.36842105263158,4.73684210526316,NA,5.26315789473684,5,5.17647058823529
"P_M_lapid.png",5.29411764705882,5.76470588235294,5.5,5.52941176470588,5.84210526315789,5.38888888888889,5.15789473684211,5.1875,4.875,4.94117647058824,5.57894736842105,5.36842105263158,5.47368421052632,5.64285714285714,5.57894736842105,5.31578947368421,5.26315789473684,NA,5.11111111111111,5.35294117647059
"P_M_saar.png",5.64705882352941,5.64705882352941,5.44444444444444,5.70588235294118,5.73684210526316,4.83333333333333,5.10526315789474,4.875,5.0625,5.05882352941176,5,5.47368421052632,5.57894736842105,5.85714285714286,5.36842105263158,5,5,5.11111111111111,NA,5.35294117647059
"P_M_smut.png",5.3125,5.6875,5.5625,5.625,5.64705882352941,5.4375,5.41176470588235,5.3125,5.13333333333333,5.2,5.64705882352941,5.6875,5.23529411764706,5.28571428571429,4.82352941176471,4.52941176470588,5.17647058823529,5.35294117647059,5.35294117647059,NA
