RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
P_M_bill_clinton.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
E_M_tom_hankes.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
E_F_jennifer_aniston.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
P_F_nicola_sturgeon.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
E_F_angelina_jolie.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
P_F_hillary_clinton.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
E_M_Hugh_Grant.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
P_M_donald_trump.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
E_F_Judi_Dench.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
P_M_david_cameron.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
P_M_Tony_Blair.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
E_M_robert_de_niro.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
E_M_michael_caine.jpg,1,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
age: 33,gender: Female,handedness: right,614efec3c2a8c6cdc116f224,"04/25/2022, 19:47:28"
