RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4025,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4256,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3460,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7790,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3877,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4786,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3932,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4148,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7188,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4052,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4118,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4521,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4981,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3783,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7423,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5765,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4716,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6917,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3636,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4543,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7098,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3497,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5975,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8768,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8522,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
9354,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
10306,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6556,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6109,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5167,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3960,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3735,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4544,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8717,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3973,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
11630,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7191,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3430,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8439,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4669,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3452,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4399,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5994,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7057,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4431,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
11875,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3512,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4073,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8829,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4315,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7033,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5201,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3514,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4466,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4152,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4232,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3767,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4335,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5099,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4105,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5744,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
9504,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4344,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4105,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7723,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3566,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3788,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3889,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6390,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5053,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3337,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7269,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6222,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3242,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4149,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3291,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6320,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3544,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7967,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
2811,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4160,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
9293,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4757,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3742,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4119,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
9703,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7755,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4986,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4954,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5381,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5410,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
7793,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5873,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3800,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5254,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
9217,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6061,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5632,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3571,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4019,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3456,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8707,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5414,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4618,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4111,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3743,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
9240,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4654,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3329,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8190,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4755,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3746,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3776,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3435,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3503,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4981,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5781,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
