RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3701,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5346,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
6183,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3313,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
7534,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2949,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3349,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3119,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3723,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2968,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3090,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3152,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3612,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3031,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3239,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3190,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3514,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3467,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4707,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3684,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4137,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5015,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5256,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3694,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2940,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3684,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3895,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2848,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4118,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3243,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3057,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4258,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3543,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3090,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2950,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3536,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4168,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3989,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3291,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3696,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4342,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3283,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3101,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3978,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5218,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4462,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4321,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3565,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5510,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3576,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4300,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
file,isFamiliar,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_F_tehresy_may.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_M_george_Wbush.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_M_david_cameron.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_M_Hugh_Grant.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_F_nicola_sturgeon.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_M_nicolas_cage.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_M_Tony_Blair.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_F_Kate_Winslet.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_F_sandra_bullock.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_F_jennifer_aniston.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_F_Judi_Dench.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_M_robert_de_niro.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_M_tom_hankes.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_F_angelina_jolie.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_M_donald_trump.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_M_boris_johnson.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_M_bill_clinton.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
P_F_hillary_clinton.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_M_michael_caine.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
E_F_keira_knightley.jpg,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
age: 34,gender: Female,handedness: right,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
