RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
4573,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3282,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
4451,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2740,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3021,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3591,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3514,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3452,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3191,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
4508,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
7069,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2476,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2391,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3239,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
8044,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
5849,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2959,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
6341,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3486,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
11515,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3444,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
6121,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2803,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2796,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3737,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2113,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
6749,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2836,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2890,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2286,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2700,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2995,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2797,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2152,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3189,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3862,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2535,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
7591,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
10370,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
5287,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3398,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3593,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3676,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2849,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2683,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2579,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3173,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3144,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2044,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2695,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2401,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2954,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2276,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3366,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2073,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2963,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3641,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2487,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2624,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
3322,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
4852,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
2889,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b65b2773662a8000158c788,"04/25/2022, 19:43:33"
