RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
4401,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
6550,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
10162,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
6881,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2469,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3961,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2491,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2366,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2383,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2352,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
1651,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2098,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2539,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2140,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2520,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2930,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2447,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2156,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3158,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2408,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
5218,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2775,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2953,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
5998,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2311,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2474,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3414,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2435,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
4130,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3075,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
5269,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3803,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
4312,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
5565,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2831,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3171,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
4796,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2562,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
6447,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3920,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2073,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2194,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2171,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2821,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
4944,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2408,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
5293,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3785,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
6978,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3180,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
8105,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2198,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
1985,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2216,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2081,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2326,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2034,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2684,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
3958,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
5473,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
4782,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2643,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2194,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2297,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2627,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
5623,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
6419,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
2783,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5edfb368d30bbc2bae73e083,"04/25/2022, 19:34:28"
