RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
8315,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3803,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3938,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3277,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2078,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3684,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2954,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
13281,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
17657,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3481,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2924,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5982,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2291,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
13801,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3091,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2479,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2349,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
53176,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5464,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2429,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
6380,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
24569,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
10193,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2433,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4268,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2973,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2530,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2378,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2764,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5500,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
1968,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
15347,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3008,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2316,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2022,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3384,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3603,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2388,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
6421,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
8072,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
9248,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2517,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2825,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2388,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5748,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2590,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5029,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3247,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2490,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
6722,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2298,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2251,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2381,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2715,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2422,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
file,isFamiliar,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_M_boris_johnson.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_F_nicola_sturgeon.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_M_robert_de_niro.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_F_jennifer_aniston.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_M_nicolas_cage.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_M_donald_trump.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_F_Judi_Dench.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_M_Tony_Blair.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_F_tehresy_may.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_F_Kate_Winslet.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_F_sandra_bullock.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_M_tom_hankes.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_M_david_cameron.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_F_angelina_jolie.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_M_Hugh_Grant.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_F_keira_knightley.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_M_bill_clinton.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_F_hillary_clinton.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
P_M_george_Wbush.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
E_M_michael_caine.jpg,1,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
age: 31,gender: Female,handedness: right,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
