RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
5426,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
5515,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3610,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2476,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3889,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2404,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3654,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2610,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2157,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3748,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2426,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2941,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4476,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2812,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4108,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4452,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2446,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3407,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4048,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3209,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3409,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2228,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2671,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4637,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3188,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2670,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4201,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3544,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2727,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2671,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2020,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3722,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2820,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3158,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2673,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3519,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3186,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4390,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3035,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3112,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2587,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2386,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3258,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
5279,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4408,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2077,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2032,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
5191,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4104,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
5730,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2497,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2621,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2243,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2310,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2955,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3010,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2918,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2534,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
1836,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3037,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2709,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3300,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3616,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2321,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3164,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
2852,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3246,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
1970,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4169,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
4783,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3511,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3850,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3094,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
1949,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
3044,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f44ee515cff5c02f09c17be,"04/25/2022, 19:49:58"
