RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3300,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4609,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3239,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3863,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4075,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6156,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3069,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5715,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3733,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4426,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4164,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3573,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3612,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3925,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6459,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3211,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4015,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
8847,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4980,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3663,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4557,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3773,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3433,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3421,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4709,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3944,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3131,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3473,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2960,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5725,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3574,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4617,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5212,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6611,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4203,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4368,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3856,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3684,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3300,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3463,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4187,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3473,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5485,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5162,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5524,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3130,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5212,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6568,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4579,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3242,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4085,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4900,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2940,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2952,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4015,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3049,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3150,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4164,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2990,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6146,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3743,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3119,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3944,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3612,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3582,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4315,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3059,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3863,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2807,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3290,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3661,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3512,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3170,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3482,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6588,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6336,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3430,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2898,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2878,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3060,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2596,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2867,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3070,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2667,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3359,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5170,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3511,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5030,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2677,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
7795,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4053,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3702,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2787,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3792,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3922,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2938,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4103,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3119,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6676,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
6375,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3029,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
8294,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3087,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4022,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3532,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4193,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3230,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3702,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3702,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2705,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2646,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4305,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4022,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
