RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4106,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2166,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2919,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3039,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3436,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2755,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2325,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2652,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3391,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2931,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4543,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
5913,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3833,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4236,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3962,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3643,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2666,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2551,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3395,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3719,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2565,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4647,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2848,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3946,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4798,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4053,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4238,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2589,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3038,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2426,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2908,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4113,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2430,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4537,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3078,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
6808,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3599,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3407,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4419,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3221,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3127,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3059,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
5101,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2363,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3680,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3288,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2979,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2654,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2539,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3472,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2414,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2273,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
2895,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3651,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4397,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
3046,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
4556,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
file,isFamiliar,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_M_Hugh_Grant.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_M_michael_caine.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_F_Kate_Winslet.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_M_robert_de_niro.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_M_donald_trump.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_M_george_Wbush.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_F_tehresy_may.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_F_Judi_Dench.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_M_bill_clinton.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_F_sandra_bullock.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_F_angelina_jolie.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_F_keira_knightley.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_M_nicolas_cage.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_M_boris_johnson.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_F_nicola_sturgeon.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_F_hillary_clinton.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_M_david_cameron.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
P_M_Tony_Blair.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_F_jennifer_aniston.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
E_M_tom_hankes.jpg,1,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
age: 30,gender: Female,handedness: right,57acc170c6bab4000172a42e,"04/25/2022, 19:39:34"
