RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2445,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3111,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3680,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
4410,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2908,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2639,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2353,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2778,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
6717,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3292,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2826,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
4322,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2568,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2244,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3479,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2192,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3197,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2497,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2289,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2593,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2353,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2110,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2437,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
5028,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2490,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3045,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3358,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2492,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2308,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2186,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2526,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2109,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2482,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2337,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2979,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2124,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2708,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3761,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2315,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
4444,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3465,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
5245,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3495,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
4281,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
4445,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2608,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2341,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3767,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
3196,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2653,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2569,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
2329,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
file,isFamiliar,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_M_michael_caine.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_F_keira_knightley.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_F_angelina_jolie.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_M_david_cameron.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_M_nicolas_cage.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_F_tehresy_may.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_M_tom_hankes.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_M_bill_clinton.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_F_hillary_clinton.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_F_sandra_bullock.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_M_Tony_Blair.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_F_Judi_Dench.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_F_Kate_Winslet.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_M_donald_trump.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_M_george_Wbush.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_F_jennifer_aniston.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_F_nicola_sturgeon.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_M_Hugh_Grant.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
P_M_boris_johnson.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
E_M_robert_de_niro.jpg,1,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
age: 31,gender: Male,handedness: right,59a5b35c5954130001582a40,"04/25/2022, 19:34:37"
