RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
6396,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4531,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3281,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2712,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
22014,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3230,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
6153,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4953,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4937,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3101,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
5033,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
9441,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2946,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2234,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4733,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2595,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3373,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2959,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3629,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2835,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2206,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2306,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2348,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2390,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3683,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2488,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3009,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2710,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2780,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2954,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3879,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2967,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
33206,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
59109,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
86961,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
8484,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3729,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3413,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2641,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3407,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2540,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3109,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4525,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2777,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3610,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2836,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
5782,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3591,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4383,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2666,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4341,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2485,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3334,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2405,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3443,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3637,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3164,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2746,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3113,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3292,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4752,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2518,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
4906,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2582,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
10794,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
8739,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2627,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2779,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3490,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
9553,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
2592,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3269,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
3733,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6129178185eec14208a3e247,"04/25/2022, 19:47:42"
