RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2462,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2440,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2609,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2610,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2914,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
5937,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2645,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
3012,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
8707,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2820,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
4127,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
6085,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
3294,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
4442,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
2991,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
3047,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
4454,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
3238,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
file,isFamiliar,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_M_george_Wbush.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_F_sandra_bullock.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_F_tehresy_may.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_M_david_cameron.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_M_donald_trump.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_M_nicolas_cage.jpg,0,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_M_Tony_Blair.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_F_Judi_Dench.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_M_bill_clinton.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_M_Hugh_Grant.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_M_michael_caine.jpg,0,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_F_hillary_clinton.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_F_jennifer_aniston.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_F_keira_knightley.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_F_nicola_sturgeon.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_M_tom_hankes.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
P_M_boris_johnson.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_F_angelina_jolie.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_M_robert_de_niro.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
E_F_Kate_Winslet.jpg,1,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
age: 32,gender: Female,handedness: right,59e7add7a59e7add7ae9f950001d8434de9f950001d8434d,"04/25/2022, 18:43:55"
