RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2363,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2654,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2206,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2016,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1938,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
3828,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2147,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2108,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
4408,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2288,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1921,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1874,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1931,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2726,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
3199,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1920,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1612,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2521,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1986,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2412,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2031,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1711,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1866,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2100,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2330,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1952,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2012,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2605,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2475,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1954,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2124,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2798,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2756,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2761,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2148,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2409,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
5209,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2804,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
16335,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2081,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2011,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2111,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1928,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2092,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2259,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
5409,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2064,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2995,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
3267,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2152,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1847,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1923,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
6548,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2562,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2059,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
2068,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
1879,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
file,isFamiliar,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_M_Hugh_Grant.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_M_boris_johnson.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_F_hillary_clinton.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_F_jennifer_aniston.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_M_david_cameron.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_M_bill_clinton.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_F_keira_knightley.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_M_nicolas_cage.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_F_sandra_bullock.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_F_angelina_jolie.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_M_michael_caine.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_F_Judi_Dench.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_M_george_Wbush.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_F_Kate_Winslet.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_M_robert_de_niro.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_M_Tony_Blair.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_F_nicola_sturgeon.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
E_M_tom_hankes.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_F_tehresy_may.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
P_M_donald_trump.jpg,1,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
age: 25,gender: Male,handedness: right,5cb5d4155e8cd100018330a0,"04/25/2022, 19:51:06"
