RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2692,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2520,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1729,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3178,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2256,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4098,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1784,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2109,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2194,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2284,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2453,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2508,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2792,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2413,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3584,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2759,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2646,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2193,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1962,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2859,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2620,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2393,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1662,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2438,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1492,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1843,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1866,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2060,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1782,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2377,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1797,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4205,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3683,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2072,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2080,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2024,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1750,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3064,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1947,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2072,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3044,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1857,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3055,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1980,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1857,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3987,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2050,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3230,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2020,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1721,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3541,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1956,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3964,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2490,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2799,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2080,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2128,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2607,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1983,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2235,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1917,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2402,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2302,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
8437,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2591,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1974,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3400,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2112,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2622,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2500,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
8223,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2153,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1753,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3481,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1939,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2072,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2108,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1699,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1918,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2882,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2562,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1685,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1607,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1916,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1786,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1657,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3136,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2110,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2878,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2686,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3043,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2985,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
1971,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3373,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2215,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2657,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4685,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2188,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2944,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2400,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2585,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2732,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2611,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2858,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
6835,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3562,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4825,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3252,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3188,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4119,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3276,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2249,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2149,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3869,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4075,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2959,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
